Entry,M_d1_A,M_d3_A,M_d6_A,O_d1_A,O_d3_A,O_d6_A,O_d7_A,O_d8_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,Pstr_d7_A
P0A9L4,0,0,0,0,0,0,0,0,46,29,16,15,2,0
P0A9L5,0,0,0,0,0,0,0,0,91,81,43,21,6,0
P0A9M0,0,0,0,0,0,0,0,0,44,37,18,7,5,0
P0A9T3,0,0,0,0,0,0,0,0,2,23,1,0,0,0
P0A9T5,0,0,0,0,0,0,0,0,148,166,59,16,28,0
P0A9Y4,0,0,0,0,0,0,0,0,87,101,37,25,11,0
P0AA46,0,0,0,0,0,0,0,0,7,11,5,0,3,0
P0AAD5,0,0,0,0,0,0,0,0,590,485,189,219,28,0
P0AAW0,0,0,0,0,0,0,0,0,0,0,0,3.996,0,0
P0AB70,0,0,0,0,0,0,0,0,57,44,4,5,0,0
P0ABE9,0,0,0,0,0,0,0,0,171,154,56,53,11,0
P0ABR7,0,0,0,0,0,0,0,0,205,181,81,97.152,11,0
P0AC59,0,0,0,0,0,0,0,0,161,178,65,19,25,0
P0AC91,0,0,0,2,0,0,0,0,427,358,179,132,44,0
P0ACA9,0,0,0,0,0,0,0,0,102,68,55,12,13,0
P0ACD7,2,0,0,0,0,0,0,0,108.079,111.096,46.435,156.263,19.786,0
P0ADG4,0,0,0,0,0,0,0,0,3,12,5,0,6,0
P0ADP1,0,0,0,0,0,0,0,0,40,35,22,4,16,0
P0AE94,0,0,0,0,0,0,0,0,331,290,130,149,49,0
P0AEB5,0,0,0,0,0,0,0,0,255,312,93,57,48.563,0
P0AEP1,0,0,0,0,0,0,0,0,3264.142,2200,491,1581,136,0
P0AEQ1,0,0,0,0,0,0,0,0,251,253,129,231,41,0
P0AER0,0,0,0,0,0,0,0,0,386,293,103,186,13,0
P0AFR6,0,0,0,0,0,0,0,0,30,34.001,11,13,2,0
P0AFS6,0,0,0,0,0,0,0,0,175,327,132,39,21,0
P0AG15,0,0,0,0,0,0,0,0,200,333,90,145,44,0
P0AGF4,0,0,0,0,0,0,0,0,32,26,10,3,7,0
P0AGJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0AGM0,0,0,0,0,0,0,0,0,248,286,106,88,25,0
P0C035,0,0,0,0,0,0,0,0,150,192,71,10,37,0
P0C063,0,0,0,0,0,0,0,0,380.064,103.689,62.261,182.007,3,0
P0C0E2,0,0,0,0,0,0,0,0,24,36,27,16,2,0
P0C0F6,0,0,0,0,0,0,0,0,80,114,52,38,7,0
P0C0I9,0,0,0,0,0,0,0,0,17,35,15,8,1,0
P0C0J9,0,0,0,0,0,0,0,0,23.263,29,9,0,10,0
P0C0L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0C0L7,0,0,0,0,0,0,0,0,217.949,98.005,81.793,177.005,6,0
P0C0T2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P0C0V3,0,0,0,0,0,0,0,0,82,113.99,53,17,27,0
P0C1D1,0,0,0,0,0,0,0,0,0,0,2.056,12.271,0,0
P0C1I1,0,0,0,0,0,0,0,0,26,29,21,10,17,0
P0C1I5,0,0,0,0,0,0,0,0,211,216,75,44,25,0
P0C1I7,0,0,0,0,0,0,0,0,65.967,71.625,37,3,7,0
P0C1J0,0,0,0,0,0,0,0,0,19.117,12,6,10,4,0
P0C1Q2,0,0,0,0,0,0,0,0,70,78,34,5.689,29,0
P0C218,0,0,0,0,0,0,0,0,71,62,9,8,3,0
P0C2H6,0,0,0,0,0,0,0,0,824,676,436,760,112,2
P0C550,0,0,0,0,0,0,0,1,123,154,62,81,20,0
P0C588,0,0,0,0,0,0,0,0,30,43,20,32,9,0
P0C595,0,0,0,0,0,0,0,0,4,6,8,5,0,0
P0C5D6,0,0,0,0,0,0,0,0,106.635,135.07,26.792,70.88,23,0
P0C5D7,0,0,0,0,0,0,0,0,89,102,36,12,4,0
P0C5J9,0,0,0,0,0,0,0,0,22,66,16,0,0,0
P0C605,1,0,0,0,0,0,0,0,1518,1623.96,742.994,527.056,105,0
P0C6B8,0,0,0,0,0,0,0,0,155,113,48,29,7,0
P0C6E7,0,0,0,0,0,0,0,0,49,100,39,2,16,0
P0C6F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0C6P7,0,0,0,0,0,0,0,0,10,27,2,5,10,0
P0C7A6,0,0,0,0,0,0,0,0,155,142,34,26,16,0
P0C7B7,0,0,0,0,0,0,0,0,955.467,727.063,331,642,82,0
P0C7J1,0,0,0,0,0,0,0,0,606,748,320,125,54,0
P0C7Q1,1,0,0,0,0,0,0,0,230.528,292.541,103.423,63,22,0
P0C7Q7,0,0,0,0,0,0,0,0,23,47,23,0,13,0
P0C7R3,0,0,0,0,0,0,0,0,3,8,6,0,1,0
P0C7S9,0,0,0,0,0,0,0,0,2667,1964,715,2111,73,0
P0C872,0,0,0,0,0,0,0,0,278,321,127,51,51,0
P0C881,0,0,0,0,0,0,0,0,586,772,383,114,78,0
P0C894,0,0,0,0,0,0,0,0,345,290,122,73,8,0
P0C8A0,0,0,0,0,0,0,0,0,8,9,7.455,0,5,0
P0C8L4,0,0,0,0,0,0,0,0,0,0,5,0,0,0
P0C8M8,0,0,0,0,0,0,0,0,582.368,646.673,226.479,209.356,66.459,0
P0C8Q0,0,0,0,0,0,0,0,0,7,5,5,0,1,0
P0C927,0,0,0,0,0,0,0,0,28,44,12,4,2,0
P0C954,0,0,0,0,0,0,0,0,533,442,263,111,27,0
P0CAZ0,0,0,0,0,0,0,0,0,86,101,104,41,29,0
P0CAZ1,0,0,0,0,0,0,0,0,45,36,20,5,0,0
P0CD62,0,0,0,0,0,0,0,0,149,134,59,20,5,0
P0CE10,0,0,0,1,0,0,0,0,187,220,77,33,28,0
P0CE45,0,0,0,0,0,0,0,0,2,12,0,0,0,0
P0CG54,0,0,0,0,0,0,0,0,99,128,30,12,11,0
P0CG70,0,0,0,0,0,0,0,0,25,16,2,15,6,0
P0CG82,0,0,0,0,0,0,0,0,16.008,12.974,10.467,3,0,0
P0CG83,4.377,9.236,0,1.046,15.082,11.422,0,4.356,149.936,54.195,44.568,109.177,2,0
P0CH33,564.533,1152.045,391.158,258.97,1039.71,1065.751,1006.639,716.883,9848.219,5482.303,3090.85,7939.28,293.938,850.221
P0CI65,0,0,0,0,0,0,0,0,308,297,104,65,37,0
P0CK96,0,0,0,0,0,0,0,0,248,241,116,70,30,0
P0CL18,0,0,0,0,0,0,0,0,146,234,50,30,31,0
P0CN04,0,1,0,0,0,0,0,0,1244.937,1330.618,469.782,409.574,65.374,0
P0CN82,0,0,0,0,0,0,0,0,125.631,62,16,47,0,0
P0CP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0CP20,0,0,0,0,0,0,0,0,3,1,0,0,1,0
P0CP41,0,2,0,0,0,0,0,0,1217,941,647,956,206,0
P0CP44,0,0,0,0,0,0,0,0,59,84,34,11,20,0
P0CP46,0,0,0,0,0,0,0,0,115.023,109.983,56.221,35.012,11.573,0
P0CP54,0,0,0,0,0,0,0,0,1226.891,1010.208,439.716,717.557,83.83,0
P0CQ26,0,0,0,0,0,0,0,0,33,29,15,16,1,0
P0CQ30,0,0,0,0,0,0,0,0,187,178,73,62,32,0
P0CQ76,0,0,0,0,0,0,0,0,260.096,249.081,60,55,21,0
P0CQ91,0,0,0,0,0,0,0,0,6.153,4.587,0,0,0,0
P0CQ96,0,0,0,0,0,0,0,0,20,67,33,0,16,0
P0CR38,0,0,0,0,0,0,0,0,320.24,177.436,74.395,93.632,8,0
P0CR52,0,0,0,0,0,0,0,0,658,624,242,279,51,0
P0CS14,0,0,0,0,0,0,0,0,201,203,76,53,35,0
P0CS66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0CS68,0,0,0,0,0,0,0,0,32,28,19,6,4,0
P0CT06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0CT61,0,0,2,0,0,0,0,0,2969,2536,1503,2740,593,0
P0CT72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0CT78,0,0,4,0,0,0,0,0,2857.001,2351,1379,2125,470,6
P0CT84,0,1,0,0,0,0,0,3,2461,2285.991,1303,2045.978,519.983,0
P0CV14,0,0,0,0,0,0,0,0,138,212,90,100,36,0
P0CX42,0,0,0,0,0,0,0,0,41,90,35,9,10,0
P0DJ14,0,0,0,2.928,0,0,0,0,618.806,524.518,229.205,426.093,73.742,0
P0DJ16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0DJ25,0.998,0,0,0,0,7.497,6.675,4.959,276.357,129.369,74,49.925,22.061,7.963
P0DJ52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0DJ56,0,0,0,1,0,0,0,0,2038.446,1738.435,1045.533,1798.673,418.564,0
P0DJ60,0,24,20,24,33,0,0,0,1107.76,1276.092,626.859,1065.087,255.165,0
P0DJA2,0,0,0,0,0,0,0,0,339.638,214.165,82.267,190.391,16.211,0
P0DJE3,0,0,0,0,0,0,0,0,832,761.296,306,475.42,92,0
P0DKC4,0,0,6,1,0,0,0,0,1779,1475,614,1450,136,0
P0DKH3,0,0,0,0,0,1,0,0,2145.879,1717.417,813.677,792.421,202.48,0
P0DKI6,0,0,0,0,0,0,0,0,55,78,27.265,0,12,0
P0DKK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0DL09,0,0,0,0,0,0,0,0,333,495,217,103,78,0
P0DMA5,0,0,0,1,0,0,0,0,270,404,131,116,44,0
P0DMC6,0,0,0,0,0,0,0,0,31,59,27,11,7,0
P0DMN0,0,0,0,0,0,0,0,0,7,20,10,2,4,0
P0DMT5,0,0,0,0,0,0,0,0,136,187,82,51,50,0
P0DN22,0,0,0,0,0,0,0,0,289,231,143,194,29,0
P0DO18,0,0,0,0,0,0,0,0,3489.91,3251.489,1287.973,2239.367,301.999,0
P0DO23,0,0,2,0,0,0,0,0,649,628,226,352,71,0
P0DO30,0,0,0,0,0,0,0,0,12,11,4,4,0,0
P0DOW2,0,0,0,0,0,0,0,0,158,124.106,48,45,9,0
P0DOW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0DP90,0,0,0,0,0,0,0,0,165,134,54,76,15,0
P0DPA0,0,0,0,0,0,0,0,0,435.97,401,199.693,246,54,0
P0DPA1,0,0,0,0,0,0,0,0,12,17,7,0,1,0
P0DPD7,0,0,0,0,0,0,0,0,695,594,216,362,57,0
P0DPD8,0,0,0,0,0,0,0,0,30,18,1,0,3,0
P0DPE0,0,0,0,0,0,0,0,0,115,136,92,19,34,0
P0DX22,0,0,0,0,0,0,0,0,5,2,0,0,0,0
P10039,0,0,0,0,0,0,0,0,272.149,359,149,32,37,0
P10088,0,0,0,0,0,0,0,0,0,7,0,0,0,0
P10090,0,0,0,0,0,0,0,0,258,275,101,39,22,0
P10475,0,0,0,0,0,0,0,0,476,418,156,385,21,0
P10477,0,0,0,0,0,0,0,0,643,471,202.088,260,28,0
P10499,0,0,0,0,0,0,0,0,73,78,28,28,4,0
P10619,0,0,0,0,0,0,0,0,528.444,429.205,74.581,75.557,15.23,0
P10648,0,0,0,0,0,0,0,0,149,148,84,98,15,0
P10659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10733,0,0,0,0,0,0,0,0,161,197,84,88,67,0
P10759,0,0,0,0,0,0,0,0,0,0,0,8.272,0,0
P10768,0,0,0,0,0,0,0,0,172,193,65,88,41,0
P10770,9,31,14,27,84,59,24,36,20500,18798.007,8074.001,10000,1826.001,0
P10815,0,0,0,0,0,0,0,0,0,11,77,36,8,0
P10868,0,0,0,0,0,0,0,0,170,144,44,23,7,0
P10870,0,0,0,0,0,0,0,0,292,225,91,142,20,0
P10872,2,0,0,0,0,0,0,0,307.47,159.724,73.207,85.899,7.279,0
P10873,107.888,109.779,125.661,81.406,190.09,125.874,129.65,67.307,16427.434,13579.239,5987.611,9438.999,1210.46,0
P10876,21,15,11,35,58,13.023,23,57,196.491,168.79,66.229,175.707,20,1
P10964,0,0,0,0,0,0,0,0,52.762,43.075,8.089,7.079,0,0
P10978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11012,0,0,0,0,0,0,0,0,60.169,55,22,26,14.004,0
P11024,0,1,0,0,0,0,0,0,2663,1649,837,654,82,0
P11035,0,0,0,0,0,0,0,0,165.924,91.919,51.362,34.208,2.927,0
P11118,0,0,0,0,0,0,0,0,154.875,191,109,44,22,0
P11144,0,2,4,0,0,1,0,3,13649.432,10447.882,3963.211,9294.758,734.646,0
P11179,0,0,0,0,0,0,0,0,269.229,200.785,112.663,63,45,0
P11481,4.118,7.951,6.836,8.067,3.163,0,6.704,10.737,672.075,479.95,277.807,414.139,42.106,0
P11489,0,0,6,0,0,0,0,0,75,140,79,30,32,0
P11497,0,0,0,0,0,0,0,0,400.003,260,130,217,11,0
P11503,0,4,0,0,0,0,2,0,1348.328,1216.791,610.211,1101.144,118.011,1
P11598,0,0,0,0,0,0,0,0,250,193,70,102,31,0
P11620,0,0,0,0,0,0,0,0,0,0,2.255,0,0,0
P11730,0,0,0,0,0,0,0,0,1,2,0,0,0,0
P11832,0,0,0,0,0,0,0,0,9.015,0.644,4.107,0,0,0
P11883,0,0,0,0,0,0,0,0,108,148,89,53.847,12,0
P11977,0,0,0,0,0,0,0,0,162.073,83,44.999,67,5.77,0
P12078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P12256,0,0,0,0,0,0,0,0,451.989,262,81,360,15,0
P12261,0,0,5,0,0,0,0,0,301,327,151,147,69,0
P12311,0,0,0,0,0,0,0,0,14,15,4,0,0,0
P12368,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P12369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P12412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P12543,8,4,0,11.911,20.944,20.079,9.444,8.216,703.706,629.712,309.923,468.121,47,0
P12677,0,0,0,0,0,0,0,0,0,4.073,0,0,0,0
P12719,0,0,0,0,0,0,0,0,137.022,224,91,56,48,0
P12759,0,0,0,0,0,0,0,0,142.459,144.147,58.239,16.202,8.286,0
P12863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P13009,0,0,0,0,0,0,0,0,103,114,24,37,1,0
P13060,0,0,0,0,0,0,0,0,61,40,42,20,0,0
