Entry,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_C,Past_d2_C,Past_d3_C,Past_d6_C,Past_d7_C,Pstr_d7_C
Q1RLX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1RLY6,10,13,9,11,19,9,2,40,0,0,0,0,3,0
Q1RM35,0,2,1,36,53,7,0,25,0,0,0,0,0,0
Q1RMH9,4,0,0,2,1,1,0,1,0,0,0,0,0,0
Q1RMI3,23,10,76,0,0,0,0,1,0,0,0,0,0,0
Q1RMP7,648,701,589,904,1490,961,742,1109,0,0,0,0,0,0
Q1RMR2,1,3,1,41,56,69,51,60,0,0,0,0,0,0
Q1RMR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1RMT8,3,7,1,3,10,1,12,14,0,0,0,0,0,0
Q1RMX9,0,0,0,5,3,1,0,1,0,0,0,0,0,0
Q1RQJ1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
Q1SF86,0,3,0,1,0,1,0,0,0,0,0,0,0,0
Q1WNP0,3,8,6,0,2,0,0,0,0,0,0,0,0,0
Q1WU33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1XDF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1XDG9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q1XDK1,3030,5251,3283.001,2402.001,5098.001,4945,4142,4213.999,1,0,0,0,0,0
Q1XDK6,708,1189.002,916,7,13,8,23,10,0,0,0,0,0,0
Q1XDM7,1,2,5,0,2,0,0,0,0,0,1,0,0,0
Q1XDP2,1,3,0,3,1,1,0,2,0,0,0,0,0,0
Q1XDP7,0,0,0,84,94,117,57,121,0,0,0,0,0,0
Q1XDU4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Q1ZXD6,26.047,13.963,3.287,1.678,54.642,32.206,14.526,135.867,0,0,0,0,0,0
Q1ZXD9,0,3,3,1,0,0,0,0,0,0,0,0,0,0
Q1ZXF1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Q1ZXH4,4,6,8,2,1,0,0,4,0,0,0,0,0,0
Q1ZXH9,0,0,0,0,2,0,0,1,0,0,0,0,0,0
Q1ZXI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1ZXJ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1ZXK2,11,5,12,5,3,0,5,15,0,0,0,0,0,0
Q1ZXQ1,3,19,1,15,15,8,32,12,0,0,0,0,0,0
Q1ZXQ4,0,1,0,17,33,14,3,30,0,0,0,0,0,0
Q1ZXQ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1ZXS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20065,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20296,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Q20390,787,1150,774.974,2.747,16.234,0,11.565,2.053,0,0,2,3,0,0
Q20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20679,1,0,2,3,0,4,1,6,0,0,0,0,0,0
Q20728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20748,7,7,7,4,15,7,0,18,0,0,0,0,0,0
Q20875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20992,0,0,0,5,4,1,0,12,0,0,0,0,0,0
Q20EX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q20JQ7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q21086,8,2,7,5,0,0,0,2,0,0,0,0,0,0
Q21122,265,242,240,59,155,255,88,298,0,0,0,0,0,0
Q21219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q21221,96,111,74,10,12.511,3,1,10.35,0,0,0,0,0,0
Q21268,76,83,79,3,18,13,16,9,0,0,0,0,0,0
Q21339,0,0,0,0,2,0,0,0,0,5,0,0,0,0
Q213M9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q21565,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Q21734,366,620,508,574,956,1142,953,707,0,0,0,0,0,0
Q21827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q21966,59,61,104,0,2,3,0,0,0,0,0,0,0,0
Q22000,2,6,19,3,5,12,3,21,0,0,0,0,0,0
Q22037,13,18,27,0,1,1,0,8,0,0,0,0,0,0
Q22070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q22306,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Q22494,0,0,0,218,484,475,328,658,0,1,0,0,0,0
Q22682,1,1,0,0,6,0,6,3,0,0,0,0,0,0
Q22782,0,0,0,5,0,7,0,3,0,0,0,0,0,0
Q22875,21,22,24,0,1,1,0,0,0,0,0,0,0,0
Q22915,2,0,0,0,1,0,0,5,0,0,0,0,0,0
Q22918,343,199,324,1485,1668,1264,994,1051,0,0,0,0,0,0
Q22943,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q22RG7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q22XZ3,2,0,0,1,0,1,0,0,0,0,0,0,0,0
Q23221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q23223,0,0,0,0,11,6,2.567,33,0,0,0,0,0,0
Q23310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q23551,0,1,0,1,27,63.391,31,118,4,0,0,0,0,0
Q23670,5,10,4,474,478,421,201,468,0,0,0,0,0,0
Q23716,3386,4141,2476,4096,5896,7478,7176,5376,1,3,2,0,0,0
Q23858,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Q23917,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Q23AS2,38,21,12,17,33,62,37,97,0,0,0,0,0,0
Q23F13,4,0,2,0,3,4,13,17,0,0,0,0,0,0
Q23FE2,0,0,0,1,1,0,0,2,0,0,0,0,0,0
Q23H79,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Q23K29,23,32,20,4,20,28,1,48,0,0,1,0,0,0
Q23MT7,4,3,3,39,41,70,29,74,0,0,0,0,0,0
Q23TC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q24133,9,10,13,0,0,11,0,5,0,0,0,0,0,0
Q24208,541,834,551,643,1178,1156,973,992,0,0,0,0,0,0
Q24239,25,44,42,2,12,14,2,9,1,0,0,0,0,0
Q24270,0,8.314,4,6,8,38,0,17,0,0,0,0,0,0
Q24276,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q24278,28,25,49,5,12,4,8,19,0,0,0,0,0,0
Q24306,2,1,0,0,3,0,0,0,0,0,0,0,0,0
Q24307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q24562,1,0,2,449,718,780,401,930,0,0,0,0,0,0
Q24574,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q24740,131,128,157,462,681,626,530,448,0,0,4,0,0,0
Q24799,0,0,0,1,7,1,0,5,0,0,0,0,0,0
Q24DE2,8,10,16,3,1,7,0,6,0,0,0,0,0,0
Q24F59,941,1066,1146,1137,1574,1024,967,855,0,0,0,0,0,1
Q24JN5,20,15,17,28,47,23,16,23,0,0,0,0,0,0
Q24JV9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q24K02,23,25,31,1,0,1,3,3,0,0,0,0,0,0
Q24K03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q24K12,5,11,13,61,112,47,32,78,1,0,0,0,0,0
Q24V86,7,9,5,9,8,3,2,9,0,0,0,0,0,0
Q24VT7,2,0,1,685,1478,1478,772,1498,0,0,0,0,0,0
Q25009,2,0,4,5,6,0,0,1,0,0,0,0,0,0
Q250N2,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Q25330,53,48,19,0,0,0,0,0,0,0,0,0,0,0
Q25390,0,0,0,2,9,0,0,2,0,0,0,0,0,0
Q25452,5,11,6,25,56,67,32,83.254,0,0,0,0,0,0
Q256I7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q25BW4,0,1,0,4,9,0,0,7,0,0,0,0,0,0
Q25BW5,4,1,4,1,10,1,0,6,0,0,0,0,0,0
Q26250,0,0,2,675,1377,822,1651,525,0,0,0,0,0,0
Q26486,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q26613,3,6,13,5,4,0,3,4,0,0,0,0,0,0
Q26626,8,6,6,5,13,11,0,16,0,0,0,0,0,0
Q26630,0,3,0,5,0,0,0,4,0,0,0,0,0,0
Q26636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q26678,2844,3523,2719,3521.999,5240,4583,2862,4940,0,0,3,0,0,0
Q27032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q27052,4,2,3,1,0,2,0,1,0,0,0,0,0,0
Q27082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q27139,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Q27152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q27171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q27179,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Q27256,25,36,14,54,85.999,102,100,103,0,0,0,0,0,0
Q27515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q27556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q27666,3,0,0,5,1,0,0,5,0,0,0,0,0,0
Q27802,18.697,23,27.011,391.178,659.423,577.925,397,636.965,0,0,0,0,0,0
Q27960,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Q27971,0,2,0,0,5,0,4,1,0,0,0,0,0,0
Q27975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q27YU0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Q28056,12,28,23,10,3,9,0,20,0,0,0,0,0,0
Q28057,20,17,20,1834,2752,2438,2019,2162,0,0,0,0,0,0
Q28147,0,3,0,21,16,42,12,23,0,0,0,0,0,0
Q28293,0,0,0,18,29,21,7,23,0,0,0,0,0,0
Q28559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28647,0,0,0,11,6,2,0,6,0,0,0,0,0,0
Q28653,1,1,0,73,200,216,102,246,0,0,0,0,0,0
Q28677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q287T7,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Q28811,51,30,37,9,11,0,3,3,0,0,0,0,0,0
Q28948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28BK1,1,0,0,9,12,21,12,36,0,0,0,0,0,0
Q28BX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28C22,1,0,0,0,15,1,5,3,0,0,0,0,0,0
Q28C60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28CB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28CH3,2,6,3,0,1,0,3,0,0,0,0,0,0,0
Q28CM3,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q28CU0,21,11,16,109,136,76,50,105,0,0,0,0,0,0
Q28CZ9,482,503,427,527,705,516,351,566,0,0,0,0,0,0
Q28D01,352.04,395.629,387.994,509.501,845.845,681.11,382.583,857,0,0,0,0,0,0
Q28DB0,0,0,6,12,1,0,0,2,0,0,0,0,0,0
Q28DE7,3,1,1,1,0,0,1,0,0,0,0,0,0,0
Q28DH9,2,1,3,1,0,0,0,0,0,0,0,0,0,0
Q28EL0,12,10,6,9,17,17,5,17,0,0,0,0,0,0
Q28EW0,0,6,1,1,7,4,8,9,0,0,0,0,0,0
Q28FE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28FE8,178.291,150.604,120.022,17,23,24,6,48,0,0,0,0,0,0
Q28FF3,184,272,244,1,0,1,0,2,0,0,0,0,0,0
Q28FI7,6,3,12.748,3,5,6,6,5,0,0,0,0,0,0
Q28FQ5,9,23,21,16,16,12,1,28,0,0,0,0,0,0
Q28G87,2,0,2,3,3,3,0,3,0,0,0,0,0,0
Q28GF5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q28GH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28GQ2,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Q28H54,0,0,0,22,56,40,10,24,0,0,0,0,0,0
Q28H87,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q28HC6,0,0,0,24,38,11,11,33,0,0,0,0,0,0
Q28HE5,7,2,5,4,0,1,0,3,0,0,0,0,0,0
Q28HE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28I85,7,27,25,14,22,23,12,26,0,0,0,0,0,0
Q28ID3,9,16,7,1,1,2,1,0,0,0,0,0,0,0
Q28IH8,20,44,22,41,42,45,66,34,0,3,7,0,0,0
Q28IN4,2,0,1,1,1,0,3,0,0,0,0,0,0,0
Q28IQ9,0,2,1,0,2,0,0,1,3,0,0,0,0,0
Q28IV3,16,30,38,37,53,57,35,30,0,0,0,0,0,0
Q28WQ1,2,1,2,0,0,5,2,3,0,0,0,0,0,0
Q28XY0,1,1,2,10,2,1,0,3,0,0,0,0,0,0
Q29116,1,2,0,11,22,74,30,94,0,0,0,0,0,0
Q29121,16,15,11,6,33,5,1,1,0,0,0,0,0,0
Q29238,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q29361,0,0,0,16,17,17,16.032,9,0,0,0,0,0,0
Q29441,23,58,27,5,10,6,0,18,0,0,0,0,0,0
Q29449,3,9,0,1,0,0,0,0,0,0,0,0,0,0
Q29460,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q29461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29496,43,83,38,115,173,313,131,312,0,0,0,0,0,0
Q29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29504,5,8,2,254,394,406,350,523,0,0,0,0,0,0
Q29548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29551,53,45,44,1,0,3,0,2,0,0,0,8,0,0
Q29AK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29B72,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29BR3,0,1,0,0,3,0,1,1,0,0,0,0,0,0
Q29FS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29HZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29JQ0,0,2,1,0,1,0,1,0,0,0,0,0,0,0
Q29L80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29NU5,0,1,2,0,8,2,0,5,0,0,0,0,0,0
Q29Q26,764,1116,826,1380,2588,2396,3056,1376,2,0,3,0,0,0
Q29RI9,7,13,6,0,0,0,0,0,0,0,0,0,0,0
Q29RU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29RU8,1,0,0,2,8,2,6,8,0,0,0,0,0,0
Q29RU9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29RV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29RZ9,2,8,1,862,1260,1214,846,1152,0,3,0,0,0,0
Q2EMV9,86,114,56,5,6,9.041,13,16,0,0,0,0,0,0
Q2FWX9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q2G6T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2GAU7,0,0,1,0,0,0,1,2,0,0,0,0,0,0
Q2GGM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2GSM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2HIE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2HIK4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Q2HJ19,0,2,0,0,0,0,8,4,0,0,0,0,0,0
Q2HJ46,27,70,17,5,11,5,5,13,0,0,0,0,0,0
Q2HJ94,0,0,0,5,2,1,4,6,0,0,0,0,0,0
Q2HJD7,32,63,33,25,32,20,10,19,0,0,0,0,0,0
Q2HJG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2HJH6,8,0,0,7,3,8,2,5,0,0,0,0,0,0
Q2HJJ1,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Q2HWK7,0,0,0,0,7,1,8,10,0,0,0,0,0,0
Q2I6J1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2IA00,30,65,37,0,3,1,0,10,0,0,0,0,0,0
Q2IIK1,4,2,0,0,1,7,0,0,0,0,0,0,0,0
Q2IPI8,0,0,0,3,33,0,0,17,0,0,0,0,0,0
Q2IYT0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2JH49,12,9,10,2,0,0,0,0,0,0,0,0,0,0
Q2JHM1,3,0,3,1,1,0,0,1,0,0,0,0,0,0
Q2JII9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2JIP1,0,0,0,0,0,0,1,4,0,0,0,0,0,0
Q2JJF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2JJG8,2,7,7,30,74,71,17,113,0,0,0,0,0,0
Q2JKY0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Q2JM09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2JQ57,27,18,33,0,3,0,0,0,0,0,0,0,0,0
Q2JQX6,0,0,0,2,9,0,2,2,0,0,0,0,0,0
Q2JSQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2JVR0,3,1,1,0,0,0,0,1,0,0,0,0,0,0
Q2JWU6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2JXD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2K4E6,7,14,6,4,12,10,4,23,0,0,0,0,0,0
Q2KHP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KHP9,8,2,0,1,0,0,0,0,0,0,0,0,0,0
Q2KHS5,1,0,3,0,11,0,2,0,0,0,0,0,0,0
Q2KHT3,1,1,0,8,3,0,3,8,0,0,0,0,0,0
Q2KHZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KHZ9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KI18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KI79,4,0,2,4,4,5,0,5,0,0,0,0,0,0
Q2KI83,7,2,0,0,1,0,0,0,0,0,0,0,0,0
Q2KI89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KIA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KIG2,0,0,0,2,0,0,1,1,0,0,0,0,0,0
Q2KII6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KIJ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KIR1,0,0,3,812,1213,761,700,750,0,0,0,0,1,0
Q2KIU7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KIY1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Q2KJ16,0,0,0,6,3,2,16,39,0,0,0,0,0,0
Q2KJ22,2,0,1,2,6,0,0,3,0,0,0,0,0,0
Q2KJ25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KJ72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KJ96,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Q2KJG8,7,7,2,3,47.554,5,0,40,0,2,0,0,0,0
Q2KJI7,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Q2L6W9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q2LVL0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2LZZ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2M0J9,2,6,3,0,1,0,0,1,0,0,0,0,0,0
Q2M2N2,0,0,0,1,0,0,0,3,0,0,0,0,0,0
Q2M389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2M3R5,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Q2M3Z8,0,0,0,7,2,13,0,2,0,0,0,0,0,0
Q2MF72,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q2MFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2MI63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2MV58,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q2N6J8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2NB82,0,2,0,1,0,0,1,0,0,0,0,0,0,0
Q2NCA3,0,0,2,2,4,2,0,13,0,0,1,0,0,0
Q2NKX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2NL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2PC20,0,0,0,11,6,15,8,22,0,0,0,0,0,0
Q2PFU6,6,8,2,52,64,30,28,26,0,0,0,0,0,0
Q2PFW9,45.422,30.688,38.456,2.945,0,0,7,2,0,0,0,0,0,0
Q2PG53,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q2PJ68,160,307,130,15,51,91,50,78,0,0,0,0,0,0
Q2PQA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2PZI1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Q2Q1W2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2QAV0,1,3,5,17,38,29,13,35,0,0,0,0,0,7
Q2QKB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2QKL5,0,0,3,0,0,0,0,1,0,0,0,0,0,0
Q2QM47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2QM77,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q2QMH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2QQR2,15,16,39,20,17,17,9,11,0,0,0,0,0,0
Q2QTC2,0,0,0,0,0,1.527,3,3,0,0,0,0,0,0
Q2QVG8,14,17,47,5,4,1,22,6,0,0,0,0,0,0
Q2QVG9,1,3,2,579,801,444,572,606,0,2,0,0,0,0
Q2QX45,27,39,32,4,36,23,2,36,0,0,0,0,0,0
Q2QY37,25,42,27,1,8,10,2,7,0,0,0,0,0,0
Q2QZ14,1,3,5,5,1,2,0,4,0,0,0,0,0,0
Q2R1M8,3,0,0,0,10,8,0,7,0,0,0,0,0,0
Q2R1Z5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Q2R2B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2R2Z4,0,3,0,4,0,1,0,3,0,0,0,0,0,0
Q2R4J1,0,0,2,0,0,2,0,4,0,0,0,0,0,0
Q2R637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2RFW0,17,26,15,27,42,36,26,22,0,0,0,0,0,0
Q2RIS7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q2RIX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2RMD6,812,1816.997,773,70,90,157,95,291,0,0,0,0,0,0
Q2RQV7,2867,4509.768,3075.999,851.3,1461.93,1130.991,1436.001,934,0,1,3,0,0,4
Q2RQW7,0,0,0,1,0,1,10,0,0,0,0,0,0,0
Q2RT17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2S008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2S0I2,33,40,9,0,0,2,0,1,0,0,0,0,0,0
Q2S1V4,6,2,2,0,0,0,0,0,0,0,0,0,0,0
Q2S1W0,0,0,1,4,1,5,0,1,0,0,0,0,0,0
Q2S591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2SCF2,18,36,13,0,0,2,0,5,0,0,0,0,0,0
Q2SN18,0,0,4,6,6,7,8,9,0,0,0,0,0,0
Q2SVP3,0,0,0,0,2,4,2,8,0,0,0,0,0,0
Q2SZJ1,0,0,0,1,4,0,3,5,0,0,0,0,0,0
Q2T4N1,0,0,7,2,0,2,0,7,0,0,0,0,0,0
Q2T4N2,95,104,161,41,70,111,60,161,0,0,0,0,0,0
Q2T9K6,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Q2T9R6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2T9S3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q2T9W2,9,16,7,6,11,8,7,15,0,0,0,0,0,0
Q2TAA8,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Q2TAP9,41,55,74,1,0,0,0,2,0,0,0,0,0,0
Q2TBG8,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Q2TBI0,17,20,8,0,0,0,0,0,0,0,0,0,0,0
Q2TBP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2TFN9,22,31,18,90,80,135,68,185,0,0,2,0,0,0
Q2TGK3,0,0,3,0,11,3,0,3,0,0,0,0,0,0
Q2THW8,6,0,3,2,4,3,1,9,0,0,0,0,4,0
Q2TSC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2TXA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2U4L7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2U6D4,54,33,66,0,1,0,0,2,0,0,0,0,0,0
Q2U6U0,0,0,1,28,19,28,17,34,0,0,0,0,0,0
Q2UBM3,1,1,1,0,1,2,0,0,0,0,0,0,0,0
Q2UCB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2UK72,0,0,1,0,5,5,5,17,0,0,0,0,0,0
Q2UL45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2ULH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2UNR0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2UPB6,67,38,57,119,133,62,58,103,0,0,0,0,0,0
Q2UPL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2UPT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2UST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2UUI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2V452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2VB19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2VEX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2VF18,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q2VIQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2VLK6,213,404,241,234,502,783,760,503,0,0,0,0,0,0
Q2VLK8,0,0,1,0,3,0,1,0,1,5,0,0,0,0
Q2VPL9,0,0,1,0,7,1,0,0,0,0,0,0,0,0
Q2VZE7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2VZV5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2W031,86,93,60,85,231,377,143,390,0,0,0,0,0,0
Q2W3G8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2W6V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2WGJ9,69,84,134,226,256,220,137,207,0,0,0,0,0,0
Q2XVR3,4,5,18,0,0,0,0,0,0,0,0,0,0,0
Q2XVR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2XVR5,12,14,6,8,5,7,7,15.567,0,0,0,0,0,0
Q2XVR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2XWK0,55,101,41,4,33,10,11,16,0,0,0,0,0,0
Q2Y0W8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q2YAJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2YDC9,1.125,0,0,0,8,0,0,0,0,0,0,0,0,0
