Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,M_d6_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,M_d6_B,O_d1_B,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Past_d7_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C
Q67YC9,60,47,32,85,3,0,0,0,0,1,0,0,0,6,2,0,0,7,0,233,136,69,186,38,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0
Q67Z52,144,83,29,64,0,0,0,0,2,4,13,8,0,4,23,19,6,1,0,571,515,212,470,90,0,0,0,0,0,0,0,13,1,0,3,6,4,5,8,12
Q67ZB6,2,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1,0,3,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
Q68EK7,1,9,19,25,4,0,1,0,0,2,0,4,0,0,15,5,7,0,0,12,32,9,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,0
Q68EL2,18,8,7,20,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,77,119,32,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q68UI8,9,56.443,52,178,11,2,6,9,0,0,1,5,2,1,1,0,2,7,0,16,68,35,5,2,0,0,0,0,0,0,0,6,0,0,4,41,77,87,66,106
Q68UT7,14,63,40,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,62,28,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Q68XV0,178,173,143.047,338,3,0,14,36,51,196,76,136,197,1,251,140,126,0,0,719.478,582,221,303,58,0,0,0,0,0,0,0,2,102,135,141,380,756,362,568,465
Q69NK8,130.191,56,33,85,3,0,1,2,72,271,138,310,317,0,12,4,2,3,0,862.912,576.349,286.86,418.663,49.957,0,0,0,0,0,0,0,16,1,8,11,2,20,1,3,4
Q69SV0,0,56.983,64,132,1,0,0,0,1,1,1,10,7,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,33,35,0,2,3,0,0
Q69TN4,79.511,22,13,13,1,0,1,1,62.857,245.837,71,194.349,274,9,10,3,2,15,0,268.248,315.864,117.934,119.979,68.94,0,0,0,0,0,0,0,0,26,43,16,8,4,0,12,8
Q69TY5,108,63,77,249,19,0,41,44,1,2.274,0,0,6.795,6,39.037,15,11,10,0,622,515,254,214,58,0,0,0,0,0,0,0,46,0,1.236,6,662,906,538,563,656
Q69VR7,138.989,67,59,152,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,522,447,157.312,221.04,35.985,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Q6ASW7,15,31,40,104,3,0,0,0,0,0,0,0,0,1,0,4,0,2,0,55,84,26,10.099,13,0,0,0,0,0,0,0,0,232.442,312.143,216.171,0,0,0,0,0
Q6AUC6,41,119,90.078,224,3,1,0,2,0,0,0,9.565,2,0,5,6,6,9,0,101,121,45,14,20,0,0,0,0,0,0,0,11.524,0,2,6,20,12,12,0,9
Q6AUG0,40,36,27,53,4,0,0,0,0,2,1,0,1,2,6,4,1,7,0,117,180,36,25,48,0,0,0,0,0,0,0,23,0,2,9,2,4,3,4,1
Q6AUV1,68,53,47,160,1,0,0,9,2,23,9,33,31,8,32,4,5,3,0,423,289,144,135,17,0,0,0,0,0,0,0,8,1,1,2,13,21,30,17,36
Q6AWU6,24,0,0,1,0,0,0,0,0,2,0,16,0,0,13,5,1,0,0,72,69.941,25,25,21,0,0,0,0,0,0,0,0,2,0,7,75,80,107,134,76
Q6AWX0,108,56,55,143,2,0,0,0,2,0,0,4,7,5,186,123,101,5,0,624,478,213,259,30,0,0,0,0,0,0,0,10,0,0,3,0,0,1,0,0
Q6AY40,43,27,33,35,0,0,0,0,0,1,0,0,0,1,10,12.421,0,0,0,182,240,81,61,45,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,5
Q6AYD3,13,0,0,0,0,0,3,14,8,35,8,20,61,0,44,11,6,1,0,177,166,58,47,12,0,0,0,0,0,0,0,0,35,34,16,37,123,131,47,129
Q6AZW2,164,63,30,124,2,0,0,0,0,0,0,1,0,2,3,1,4,9,0,477,365,162,392,25,0,0,0,0,0,0,0,21,0,0,0,0,0,1,1,1
Q6B907,100,51,48,112,7,0,0,0,2,6,11,4,7,6,1,0,2,1,0,392,338,175,239,77,0,0,0,0,0,0,0,12,1,1,0,1,2,15,12,5
Q6B9X6,585.03,901.944,529,1578.87,44.482,3,14,26,15,109,35,138,90,19,53,32,31,90,0,2897.855,2636.796,1059.493,1864.268,306,0,0,0,0,0,0,0,140.723,14,26,24,142,271,304,199,284
Q6BPF6,512,484,269,640,16,3,0,0,9,19,16,8,16,11,6,2,18,22,0,1039.075,1086,553.713,1178,218,0,0,0,0,6,0,0,179,32,49,40,9,13,13,2,5
Q6BWS8,76,112,67,274,0,0,3,37,15,59,20,89,52,7,49,16,15,2,0,310,351.133,144.808,92,43,0,0,0,0,0,0,0,37,2,12,5,230,264,207,142,204
Q6BX45,18,25,34,38,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,82,108,18,23,15,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,4
Q6C603,342.664,0,0,0,0,0,0,0,0,0,0,21.276,0,0,0,3,0,2,0,968.712,681.85,410.621,722.995,117.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6C9T0,17,19,14,25,0,0,2,3,0,8.004,5,6,2,1,64,18,23,0,0,53,59,23,11,11,0,0,0,0,0,0,0,10,15,9,10,25,27,16,23,14
Q6CFQ0,247.373,45,36,148,4,1,0,0,1,4,1,3,4,1,12,1,5,20,0,1212.921,948.904,337.565,817.737,79.214,0,0,0,0,0,0,0,0,2,3,5,2,2,2,6,3
Q6CGU8,56,103,75,196,0,0,0,4,0,4,6,9,8,5,172,62,37,7,0,255,365,124,77,23,0,0,0,0,0,0,0,51,18,26,13,12,40,55,36,108
Q6CPG3,131,33,20,49,2,0,50,57,0,5,6,6,18,4,761,273,296,34,0,633,579,289,404,53,0,0,0,0,0,0,0,10,886,1035,914,473,811,457,471,326
Q6CWQ4,0,36,26,85,1,0,0,0,0,1,6,2,0,0,28,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
Q6DBN1,65,98,96,133,3,0,6,5,27,36,58,71,60,5,125,67,48,1,0,212,266,114,82,33,0,0,0,0,0,0,0,31,54,65,118,202,254,182,129,188
Q6DC39,65,271,181,456,10,0,1,11,19,155,70,158,193.995,6,19,17,15,12,0,149.917,254.282,83,38,24,0,0,0,0,0,0,0,29,7,5,6,83,161,122,99,153
Q6DCP1,24,17,14,22,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,112,85,48,40,39,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2
Q6DEL1,251.979,41,54,104,2,0,17,36,46,128,102,134,133.018,1,123,99,64,5,0,624.37,523.165,253.045,213.91,65.001,0,0,0,0,0,0,0,9,1,5,0,157,338,354,239,344
Q6DEY1,93,107,77,159,4,0,24,28,0,0,0,0,0,2,27,8,7,12,0,400,361,123,240,53,0,0,0,0,0,0,0,76,0,0,0,347,640,353,362,269
Q6DFH9,13,17,15,31,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,61,90,11,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6DG99,0,20,10,33,0,0,3,2,61,128,108,138,155,1,10,0,6,0,0,114,116,45,22,26,0,0,0,0,0,0,0,6,5,13,7,13,18,12,10,7
Q6DHC1,13,36,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,43,58,5,7,0,0,0,0,0,0,0,0,1,69,101,72,0,0,0,0,0
Q6DHI1,32,12,9,31,0,0,0,0,0,0,0,2,0,1.557,0,0,0,0,0,167,149,51,65,26,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,3
Q6DI40,15,24,11,49,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,68,72,36,24,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Q6DIM3,5,4,8,10,0,0,1,0,0,0,0,0,1,0,9,0,4,0,0,19,16,10,6,6,0,0,0,0,0,0,0,0,15,36,35,3,0,1,0,3
Q6DIP9,12,35,14,81,0,0,0,0,0,9,5,3,7,0,26,14,9,3,0,14,29,7,4,2,0,0,0,0,0,0,0,0,24,37,42,0,1,1,0,5
Q6DIQ3,85,41,34,82,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,167,222,101,39,34,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
Q6DJ05,10,30,10,54,3,0,6,24,0,1,0,1,0,0,44,29,23,5,0,75,97,59,8,15,0,0,0,0,0,0,0,23,0,1,0,116,311,278,143,387
Q6DJN2,36,48,15,27,1,0,0,0,0,1,0,0,0,1,24,20.175,8,22,0,106,80,78,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6EQX3,278.002,192.541,167.401,602.505,11,0,0,2,8,24,22,38,23,5,13,2,5,6,0,2117.434,1811.016,785.099,593.568,153.21,0,0,0,0,0,0,0,56.358,123,137,95,40,55,66,51,55
Q6ERS4,22,35.445,48.591,159.143,0,0,3,18,0,0,4,1,1,0,33,13,10,12,0,156,132,86,14,6,0,0,0,0,0,0,0,8,1,2,1,42,129,234,145,320
Q6EU10,1,61,48,82,1,1,14,22,0,0,0,0,0,3,4,5,3,4,0,19,42,9,4,5,0,0,0,0,0,0,0,9,26,30,37,410,518,387,203,320
Q6EUN0,74,21,14,64,4,0,0,0,9,21,11,15,30,1,2,0,3,2,0,122,104,63,21,25,0,0,0,0,0,0,0,22,1,0,1,0,17,0,2,4
Q6EX42,43,13,13,20,0,0,0,0,0,3,0,0,5,1,0,2,4,2,0,77,132,56,50,29,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,4
Q6F3A6,42,61,79.996,186,5,0,1,1,9,86,16,46,38,3,196,106,67,7,0,175,179,98,34,19,0,0,0,0,0,0,0,13,325,423,225,21,42,13,3,57
Q6F3I7,85,2,6,44,0,0,2,2,0,1,1,2,1,2,1,0,0,3,0,484,406,160,49,32,0,0,0,0,0,0,0,3,0,3,3,2,24,50,40,68
Q6F6B3,0,5,6,14,1,0,1,2,0,5,1,14,14,0,15,14,1,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,17,38,9,6,9,8,9,28
Q6F6U3,151.49,234,166,416.997,5,0,0,8,19,33,11,21,38,3,133,56,41.001,24,0,408.387,510.555,278.461,162,77,0,0,0,0,0,0,0,8,80,54.999,70,67,109,84,34,64
Q6FQL6,63.792,26,21,49,4,0,0,0,8,155,35,135,133,0,2,0,1,4,0,29,24,91.359,51,17.856,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
Q6GIU7,285,152.673,140,329.377,10,0,2,3,2,10,5,9,13,5,26,13,16,1,0,1147,853,345,351,86,0,0,0,0,0,0,0,21,5,8,0,13,18,21,21,12
Q6GLM5,324,240,171,426,4,0,3,11,10,29,9,25,20,4,67,16,4,9,1,1278,1247,450,371,112,0,0,0,0,0,0,0,66,5,13,1,45,177,159,85,239
Q6GLZ8,40,36,13,36.489,0,0,0,0,0,0,2,4,2,0,1,0,0,0,0,128,97,55,55,17,0,0,0,0,0,0,0,10,0,1,0,5,2,3,1,0
Q6GMR7,4,9,2,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,22,54,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
Q6GND3,10.94,85,76,157,2,0,0,2,2,0,1,4,0,6,8,3,0,4,0,42.68,31.88,9.804,11.382,9.484,0,0,0,0,0,0,0,20,87,109,124,9,7,5,20,13
Q6GNV7,33,65,34,66,1,0,0,1,0,1,2,0,2,1,97,72,50,3,0,215,148,82,86,27,0,0,0,0,0,0,0,17,0,5,0,3,0,2,0,5
Q6GPB9,191,38,66,158,2,0,1,1,6,6,1,17,15,5,27,8,8,2,0,690,660,264,212,75,0,0,0,0,0,0,0,5,144,159,182,0,0,0,1,3
Q6GPQ3,224,27,20,84,4,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1161.52,755,335,680,45,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,6
Q6GQT0,35,26.141,38,113,0,0,1,13,7,55,19,60,66,6,56,37,14,6,0,220,173,83,29,11,0,0,0,0,0,0,0,0,34,68,62,4,9,5,5.005,14
Q6H5U3,99,12,14,38,0,0,0,0,0,0,0,9,0,1,17,4,3,1,0,618,545,170,194,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q6H601,9,139,101,180,7,0,0,0,0,1,3,22,0,0,2,7,2,2,0,66,97,34,23,25,0,0,0,0,0,0,0,41,0,0,3,5,4,1,0,2
Q6H6D2,214,239,142,392,11,0,72,133,2,1,24,29,17,13,3,0,2,49,0,910,951,388,331,110,0,0,0,0,0,0,0,72,90,67,121,1255,1399,2126,1756,1284
Q6I587,0,18,18,44,0,0,1,0,0,0,0,1.202,1.204,0,48,11,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,0,0,2,1,0
Q6ICB0,172,128,89,189.904,3,0,22,34,1,8,9,6,9,5,22,17,3,0,0,503.478,702.183,277.721,149,92,0,0,0,0,0,0,0,36,14,38,31,731,942,785,585,759
Q6ICH7,31,22,20,42,0,0,3,0,44,248,83,219,265,0,27,11,9,11,0,133,145,81,34,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Q6ID70,2,20,16,32,3,0,0,4,9,19,10,22,25,2,12,1,10,0,0,5,6,6,0,0,0,0,0,0,0,0,0,9,0,0,1,10,13,10,6,2
Q6IMY8,758,954.224,788.176,1922.251,26.145,1.05,22,40,123,501,287,438.921,554,25,659,242,204,41,0,3788.981,3271,1308,1076.004,261,0,0,0,0,0,0,0,211,540.003,590.943,543,180,234.405,119,101,244
Q6IP50,11,7,18.272,19,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,80,147,50,13,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5
Q6IP59,41.864,91,109.672,261.565,2,0,0,0,0,1,1,8,1,7,34,9,7,4,0,193.507,179.029,114.66,30,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Q6IRP4,28,67,56,181,6,0,53,39,97,229.499,171,273,343.964,7,265,139,100,5,0,123,144,71,12,2,0,0,0,0,0,0,0,7,338,368,336,474,852.489,706,623,743.65
Q6IUY1,73,87,91,236,2,0,2,0,25,58.033,27,46,75,0,93,31,34,7,0,227,228,170,41,38,0,0,0,0,0,0,0,14,0,3,0,5,1,1,0,8
Q6IVV8,706.576,342,311.013,621.641,23,0,77,134,91,399,132,374,392,20,192,97,115,25,7,2361.326,2317.302,835,804.185,173,0,0,0,0,0,0,0,134,55,127,78,1253,2053,1712,1188,1814
Q6J6C2,106,221,166,479,4,1,47,114,175,449.758,337,319,506,11,441.76,275,259,3,1,478,668,394,121,50,0,0,0,0,0,0,0,56,939,1057,944,1287,2553,1916,1375,1691
Q6JAN1,26,93,65,234,4,0,1,2,1,7,5,6,1,0,13,4,5,0,0,64,128.004,62.285,6,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9
Q6JDV7,10.977,66,17,70,0,0,63,125,138,452,286,479,628,2,132,70,58,1,0,47.918,51.998,9,18.702,5,0,0,0,0,0,0,0,0,403,310,413,1192,1361,1226,577,1648.983
Q6K1C4,59,26,23,85,0,0,0,0,0,1,2,0,0,0,0,0,0,10,0,269,276,123.094,53,30,0,0,0,0,0,0,0,6,2,0,0,0,2,1,0,0
Q6K332,19,8,14,46,0,0,0,0,4,37,14,32,32,0,4,8,2,0,0,43,102,28,7,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Q6K3R5,78,103,80,183,4,0,0,2,1,3,1,13,4,5,22,12,4,6,0,425,345,189,70,12,0,0,0,0,0,0,0,0,17,24,28,1,3,0,2,4
Q6K550,154.974,19,12,56,0,0,0,0,0,1,0,9,1,1,3,1,1,0,0,421.122,411.976,251.84,140.353,55.13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Q6K641,53,16,35,137,4,0,2,5,20,42,16,38,50,10,422,242,206,0,0,704,649.904,328,145,60,0,0,0,0,0,0,0,12,23,22,10,8,42,62,24,127
Q6K7R9,16,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,48,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6K8J4,125,27,27,103,2,0,0,0,42,136,85,188,159,5,3,5,2,3,0,609,553,246,217,53,0,0,0,0,0,0,0,13,1,4,2,0,0,0,0,11
Q6K9G1,302.503,184.177,183.247,410.51,4,0,6,14,1,9.993,2,5,11.806,0,0,0,0,0,0,717.864,834.894,323.579,244.025,100.056,0,0,0,0,0,0,0,23.353,14.92,26.537,146.875,99,211,318,227,356.183
Q6L482,29,6,15,42,1,0,49,117,120,517,191,501,570,1,544.159,302,221,0,0,181,225,83,57,12,0,0,0,0,0,0,0,0,966,1207,906,679,1525,1364,846,1543
Q6L5C4,45,101,61,151,4,0,2,2,1,5,3,12,13,0,7,1,1,0,0,78,159,46,19,32,0,0,0,0,0,0,0,21,45,69,37,7,3,4,3,5
Q6LYY1,5,9,3,43,3,0,17,9,7,65,43,50,65,0,15,0,2,0,0,60,31,45,75,0,0,0,0,0,0,0,0,0,198,214,114,79,204,173,123,285
Q6M9M7,19,5,4,10,0,0,0,1,1,8,5,1,3,0,7,1,5,0,0,20,45,2,10,29,0,0,0,0,0,0,0,0,2,1,1,24,66,16,12,31
Q6MEC9,115,118,105,227,1,0,1,0,8,9,0,14,3,2,13,1,4,3,0,508,500,193,171,51,0,0,0,0,0,0,0,35,16,30,15.131,0,1,1,0,2
Q6MHT3,37,15,53,91,1,0,0,0,0,3,0,1,2,0,2,0,1,4,0,106.25,132.037,70,12.868,9,0,0,0,0,0,0,0,7,0,2,0,1,3,0,0,2
Q6MLJ0,8,50,26,77,1,0,0,0,0,0,0,2,0,0,3,0,0,8,0,22,47,1,7,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Q6N063,38,89,45,131,0,0,0,0,3,4,0,13,6,0,13,0,2,2,0,81,78,9,16,20.999,0,0,0,0,0,0,0,21,3,1,0,1,0,0,2,0
Q6N075,73,9,9,22,1,0,0,0,0,0,0,4,5,0,28,7,5,4,0,216,248,70,42,16,0,0,0,0,0,0,0,16,0,0,0,0,4,1,0,0
Q6NKN8,41,84,79,229,7,0,0,0,0,0,0,23,0,1,41,27,10,0,0,220,180,89,89,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
Q6NKR2,21,14,8,21,4,0,3,9,0,1,3,8,1,0,16,6,0,0,0,92,186,57,11,14,0,0,0,0,0,0,0,0,0,2,0,24,33,24,26,51
Q6NL24,57,54,38,71,0,0,0,4,0,2,4,20,3,1,20,12,7,0,0,216,269,72,71,19,0,0,0,0,0,0,0,24,0,2,0,0,8,0,0,0
Q6NLC1,0,41,44,60,2,0,0,1,3,0,1,4,2,2,8.61,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0
Q6NLQ6,236,267,198,427,7,0,0,0,3,9,11,13,14,21,1,0,0,4,0,904,621,342,308,88,0,0,0,0,0,0,0,95,42,50,41,11,6,6,7,1
Q6NLT8,10,38,47,52,3,0,1,1,0,0,0,0,0,0,1,3,0,0,0,30,30,9,7,22,0,0,0,0,0,0,0,3,10,13,20,18,38,19,5,36
Q6NPM8,6,14,9,11,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,35,29,3,5,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Q6NQK9,5,38,13,58,0,0,2,0,0,5,1,2,4,0,7,3,6,0,0,20,33,6,3,4,0,0,0,0,0,0,0,20,0,0,5,0,3,0,0,7
Q6NT16,30,43,37,66,0,0,1,1,2,2,3,14,1,1,1,2,1,1,0,108,107,18,47,13,0,0,0,0,0,0,0,4,0,0,0,3,15,1,0,5
Q6NVR9,90,27,28,71,0,0,0,0,0,2,2,3,2,3,396,235,142,4,0,388,398,199,79,26,0,0,0,0,0,0,0,0,18,22,5,2,0,0,0,1
Q6NVS2,88,58,34,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,204,173,67,109,42,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Q6NWJ4,16,150.881,111.164,299.005,3,0,0,0,0,0,0,2,1,7,16,7,8,3,0,300,267,140,58,41,0,0,0,0,0,1,0,13,0,0,0,0,4,0,0,0
Q6NWZ9,17,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,0,110,141,72,30,9.372,0,0,0,0,0,0,0,7,19,17,20,0,0,1,0,2
Q6NXR0,11,17,20,42,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,80,64,40,43,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Q6NXT1,5,27,24,77,0,0,0,2,19,51,33,47,75,1,19.962,0,10,6,0,49,23,24,0,2,0,0,0,0,0,0,0,10,1,1,2,0,5,4,0,1
Q6NYL3,562.887,54,43.349,150.826,5.415,0,208.999,469.708,331,1502.555,599.024,1303.966,1752.425,18.999,188.884,95.118,89,84.05,0,3578.374,2879.628,1143.812,1208.301,182.187,0,0,0,0,0,0,0,10,169.654,362.393,200.675,2797.001,6466.216,7917.79,5743.396,6917.342
Q6NZL8,50.016,105.124,70,482.447,5,0,4,13,93,447,131,292.428,384.997,6,106,48.042,28,2,0,366.82,248,73,67,2,0,0,0,0,0,0,0,47,107,102,76,32.003,64,84,46,178
Q6NZP1,71.035,64,36,115,2,0,1,3,0,0,0,1,0,1,1,0,0,12,0,312.374,297.377,138.813,102,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q6NZQ0,64.999,87,60.146,120,8,1,9,7,0,1,2,0,0,1,6,0,0,16,0,252,240,88,57,42,0,0,0,0,0,0,0,28,29,22,19,3,5,3,3,1
Q6P011,25,51,20,46,0,0,0,0,0,3,0,0,1,2,2,0,0,3,0,137,121,50,27,17,0,0,0,0,0,0,0,3,10,3,4,5,15,1,1,6
Q6P1R4,3,23,4,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0.999,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Q6P298,21,60.995,28,71,2,0,4,0,0,0,0,7,0,0,0,0,1,0,0,157,132,31,77,16,0,0,0,0,0,0,0,1,56,56,45,0,0,0,0,3
Q6P2B1,47,26,26,69,0,0,0,0,1,2,1,2,4,3,4,1,2,0,0,178,224,117,67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q6P3R8,113,69,47,102,8,1,18,29,56,154,68.006,171,149,5,241,70,63,7,0,404,435,221,75,47,0,0,0,0,0,0,0,14,381,370,363,98,168,234,145,313
Q6P4H8,11,31,19,38,5,0,0,0,0,2,5,3,0.925,0,0,0,1,5,0,27,18,6,5,0,0,0,0,0,0,0,0,9,0,1,0,3,0,0,0,0
Q6P5D3,22,27,38,151.291,2,0,0,0,1,2,2,0,1,0,6,0,7,0,0,348.999,305.413,127.371,66,15,0,0,0,0,0,0,0,6,0,0,2,2,5,0,0,13
Q6P798,9,66,50,127,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,49,20,20,3,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,10
Q6P819,185,83,56,87,3,0,0,0,0,3,0,0,1,1,2,1,1,0,0,590,560,258,245,95,0,0,0,0,0,0,0,26,0,0,1,1,0,0,0,0
Q6P8D9,44,10,10,13,0,0,25,57,2,10,1,1,3,0,0,0,0,7,0,220,140,63,64,18,0,0,0,0,0,0,0,6,2,6,2,236,530,507,488,535
Q6P8Y1,24,235,162,445.742,6,0,1,0,0,7,1,21,4,5,2,1,0,20,0,124,212,66,27,7,0,0,0,0,0,0,0,50.345,54,49,81,0,2,0,1,1
Q6P9U4,4,3,0,7,0,0,0,0,3,0,0,0,0,0,9,6,7,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,28,30,25,5,0,0,0,4
Q6PAV2,42,18,17,52,0,0,0,1,14,22,9,17,39,4,20,3,1,19,0,124,104,88,35,16,0,0,0,0,0,0,0,7,20,25,38,3,0,0,0,1
Q6PC24,11,35,28,46,3,0,2,1,1,3,2,4,7,1,129,72,55,0,0,49,45.586,44.129,9,0,0,0,0,0,0,0,0,11,46,76,62,14,29,25,10,17
Q6PC62,17,25,13,14,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,22,55,5,5,10,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0
Q6PCJ1,13,48,26,103,0,0,8,11,4,46,28,28,80,4,34,22,36,7,0,76,62,62,3,22,0,0,0,0,0,0,0,0,70,88,29,38,78,61,27,124
Q6PF35,74,46,42,133,5,1,0,0,0,0,2,1,2,1,21,14,16,17,0,233,189,101,55,29,0,0,0,0,0,0,0,17,0,5,0,2,8,3,3,3
Q6PFM0,57.06,40,25,66,0,0,19,25,53,180,84,110,177,0,164,109,84,6.784,4,155.32,213.119,86.196,30.618,37.516,0,0,0,0,0,0,0,18,369,488,376,208,583,336,251,533
Q6PFX9,108,192,152,358,1,0,0,7,13,70,21,38,59.002,4,83,24,39,21,0,407,569,194,96,46,0,0,0,0,0,0,0,28,9,6,12,39,84,31,20,60
Q6PGY3,129,75,68,169,8,0,0,0,0,2,2,1,1,3,21,9,5,2,0,447,392,206,183,71,0,0,0,0,0,0,0,39,0,1,5,0,0,0,0,2
Q6PI78,104,116,90,257,0,1,0,0,2,7,9,14,13,0,1,0,0,0,0,334,324.146,106.017,67,43,0,0,0,0,0,0,0,36,0,0,1,1,2,6,0,1
Q6Q151,14,40,19,77,0,0,0,0,3,1.673,2.851,4.965,2.73,3,1,0,3,0,0,43,80,18,16,10,0,0,2,0,0,0,0,21,8,3,11,0,0,0,1,6
Q6Q152,52,73,39,135,1,0,0,1,3,13,5,11,10,4,82,54,20,1,0,205,254,79,25,21,0,0,0,0,0,0,0,38,4,14,9,9,3,4,9,0
Q6Q1P4,59,3,7,5,0,0,0,0,2,11,1.023,9.071,10.279,4,2,0,0,0,0,381.315,418.506,151.695,78,36,0,0,0,0,0,0,0,24,27,39,43,5,3,15,5,25
Q6Q4H1,0,35,60,85,0,1,0,0,0,1,1,8,0,0,104,80,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,61,45,80,5,1,0,0,0
Q6QIY3,307,126,87,220,5,1,0,2,16,72.11,11,71,109,0,37.006,13,10,20.251,0,888.112,942.995,467.28,230,151.922,0,0,0,0,0,0,0,23,10,6,4,8,7,8,0,20
Q6QM28,186,2,4,3,9,0,0,0,0,0,0,15,2,1,0,0,0,2,0,751,629,306,540,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6QNM1,159,351,235.001,746,7,0,24,25,90,344.005,160,374.056,393.27,4,100,34,54,13,0,783,767,250,162,96,0,0,0,0,0,0,0,13,23,40,21,194,355,369,266,422
Q6R5J2,46.058,50,87,212.992,4,0,0,0,8,117.011,13,17,43,1,37,24,10,15,0,300.558,334.811,184,47,29,0,0,0,0,0,0,0,5,0,4,4,0,8,18,2,46
