Entry,UVI_092_B,UVI_094_B,UVI_096_B,UVI_100_B,UVI_102_B,UVI_104_B,UVI_106_B,UVI_108_B,USVI_118_B,UVI_132_B,UVI_136_B,UVI_138_B
P24032,26.778,16.055,13.215,0,0,0,0,0,0,0,0,0
P24044,139,92,230,0,0,0,0,4,0,0,0,0
P24049,59.22,20.727,95.818,0,1,0,0,1,11,1,0,0
P24067,0,0,1,0,0,0,0,0,0,0,0,0
P24119,0,0,0,0,0,0,0,1,1,0,1,0
P24268,57,34,99,0,0,0,0,0,0,0,0,0
P24581,3,2,6,0,0,0,0,0,0,0,0,0
P24656,80,78,156,0,0,0,0,13,0,0,0,0
P24724,43,28,81,0,0,0,1,1,2,0,0,0
P24782,116,64,192,0,1,0,0,6,0,0,0,0
P24783,7,1,10,0,0,0,0,0,0,0,0,0
P24784,12,6,21,0,0,0,0,4,0,0,0,0
P24785,5,1,13,0,0,0,0,0,0,0,0,0
P24862,76,59,108,1,11,6,6,97,0,1,0,0
P24920,22,25,58,0,0,0,0,0,0,0,0,0
P25070,23,22,54,0,0,0,0,3,0,0,0,0
P25071,185,146,420,0,4,0,0,4,4,0,0,0
P25152,44,66,119,0,0,0,0,1,0,0,0,0
P25161,109,102,279,0,4,0,0,7,1,0,0,0
P25248,465.164,366.046,1069.835,0,2,0,5.143,20,9,0,0,0
P25251,75.985,24.016,166.311,0,0,0,0,0,0,0,0,0
P25294,143,112,248,0,0,0,0,5,0,0,0,0
P25303,0,1,0,0,5,0,0,8,0,0,0,0
P25323,289,291.749,608,0,0,1,0,4,1,1,0,0
P25387,0,0,0,0,0,0,0,0,0,0,0,0
P25407,84.004,65,146,0,0,0,1,6,0,0,0,0
P25408,10,9,15,0,0,0,0,0,0,0,0,0
P25519,15,11,5,0,0,2,0,0,0,0,0,0
P25549,194.244,116,295.67,0,2,0,1,9,1,1,0,0
P25555,51,33,95,0,0,0,0,0,1,0,0,0
P25631,7,2,36,0,0,0,0,6,0,0,0,0
P25686,0,0,11,0,0,0,0,0,0,0,0,0
P25694,0,0,0,0,0,0,0,0,0,0,0,2.236
P25776,197,191.79,349,0,0,1,0,3,1,0,0,0
P25779,0,0,0,0,0,0,0,0,0,0,0,0
P25782,279,150,190,0,3,2,4,4,0,0,0,0
P25792,50,33,51,0,0,4,0,0,0,0,0,0
P25796,161.256,115,278.476,0,0,1,1,6,0,1,0,0
P25804,42,35,83,0,0,0,0,0,0,0,0,0
P25807,209,126.773,445,0,0,0,0,5,2,0,0,0
P25822,82.617,88.749,299,0,0,0,0,5,1,0,0,0
P25866,0,6,12,0,0,0,0,0,0,0,0,0
P25997,14.655,16.983,74.234,0,0,0,0,0,0,0,0,0
P26182,2492,1866.17,4646.982,8,25,3,16,95,56,5,5,3
P26208,9,3,24,0,0,0,0,0,0,0,0,0
P26259,56,49,113,0,5,0,0,0,0,0,0,0
P26294,52,13,83,0,0,0,0,3,0,0,0,0
P26302,210.638,153,444.805,0,1,0,1,2,2,0,0,0
P26398,17.263,11.687,45.236,0,8,0,0,0,1,0,0,0
P26514,23,8,27,0,0,0,0,0,0,0,0,0
P26591,29,8,56,0,0,0,0,5,0,0,0,0
P26624,76,78,88.211,0,0,0,0,8,0,0,0,0
P26646,5,6,11,0,0,0,0,0,0,0,0,0
P26651,0,0,3,0,0,0,0,0,0,0,0,0
P26722,37,16,48,0,2,0,0,0,0,0,0,0
P26751,19.224,18.288,19.65,0,0,0,0,0,0,0,0,0
P26754,30,53,112,0,3,0,0,3,0,0,0,0
P26827,1,9,35,0,0,0,0,0,0,0,0,0
P26882,218,185,530,2,0,0,2,9,1,0,0,0
P26883,49,40,86,0,1,0,0,0,0,0,0,0
P26991,37,26,66,0,0,0,0,0,0,0,0,0
P27010,33,32,65,0,0,0,0,4,1,0,0,0
P27034,24,34,93,0,0,0,0,0,0,1,0,0
P27118,26,18,67,0,1,0,0,0,0,0,0,0
P27134,56,26,152,0,0,0,0,3,0,0,0,0
P27163,7,18,74,0,0,1,0,0,0,1,0,0
P27164,57,60,95,0,0,0,0,2,0,0,3,0
P27166,234,134,307,1,0,0,0,12,0,0,0,0
P27237,7,15,17,0,0,0,0,0,0,0,0,0
P27361,0,0,0,0,0,0,0,0,0,0,0,0
P27398,221,149,361,0,0,0,1,14,0,0,2,0
P27456,51,30,109,0,0,0,0,0,0,0,0,0
P27482,14,19,41,0,0,0,0,0,0,0,0,0
P27514,65.001,49.012,109.021,0,0,1,0,1,0,0,0,0
P27521,451.609,350.652,736.132,1,4,0,3,13,2,1,0,0
P27525,37,5,45,0,0,0,0,0,0,0,0,0
P27636,0,2,1,0,0,0,0,0,0,0,0,0
P27638,28,29,21,0,0,0,0,0,0,0,0,0
P27643,144.481,152.604,887.001,1,2,0,1,8,3,0,0,0
P27659,327,165.564,547.086,0,3,0,2,7,2,0,0,0
P27694,455,305,782,1,2,0,0,11,1,0,0,0
P27730,13,14,20,0,0,0,0,0,0,0,0,0
P27766,419,315,712,0,1,0,0,9,1,0,0,0
P27808,144,102,230,1,0,0,0,5,0,0,0,0
P27821,1,4,0,0,0,0,0,1,0,0,0,0
P27882,30,22,37,0,0,0,0,0,0,0,0,0
P27884,4,8,14,0,0,0,0,0,0,0,0,0
P27932,155,105,271,0,0,2,3,10,0,0,0,0
P28000,19,3,50,0,0,0,0,0,0,0,0,0
P28148,15,8,31,0,0,0,0,0,0,0,0,0
P28178,171,119,337,0,0,0,0,0,1,0,0,0
P28227,16,12,19,0,0,0,0,1,0,0,0,0
P28268,9,24,30,0,3,0,0,0,1,0,0,1
P28274,57.403,44.447,176.128,0,1,0,0,1,0,0,0,0
P28287,1603.422,1170.181,3038.269,179,253.859,208.062,308.799,382.566,17.033,245.91,101.472,72.912
P28288,130,114,162,0,0,0,0,4,1,0,0,0
P28475,68,16,80,0,0,0,0,1,0,0,0,0
P28575,43,46,70,0,0,0,0,0,0,0,0,0
P28583,69,55,179,0,0,2,0,0,0,0,0,0
P28584,3,2,3,0,0,0,0,0,0,0,0,0
P28606,24,15,15,0,5,0,0,0,0,0,0,0
P28634,35,7,34,0,0,0,0,0,0,0,0,0
P28644,205,139,348,0,0,0,4,2,0,0,0,0
P28668,126.463,110,257,0,1,0,0,0,1,0,0,0
P28712,152,96,201,0,0,0,1,4,0,0,0,0
P28723,11,14,42,0,0,0,0,0,0,0,0,0
P28734,80,61,192,0,0,0,1,1,1,0,0,0
P28741,1,0,3,0,0,0,0,0,0,0,0,0
P28745,137,110,249,0,4,0,0,7,1,0,0,0
P28760,16,9,55,0,0,0,0,0,0,0,0,0
P28769,0,0,0,0,0,0,0,0,0,0,0,0
P28774,0,0,6,0,0,0,0,0,0,0,0,0
P28829,4,5,12,0,0,0,0,0,0,0,0,0
P28855,8,5,16,0,0,0,0,1,0,0,0,0
P29068,49,15,106,0,1,0,0,0,0,0,0,0
P29185,210.998,188.188,553,0,5,0,1,2,0,0,0,0
P29193,0,0,0,0,0,0,0,0,0,0,0,0
P29197,0,2.834,0,0,0,0,0,0,0,0,0,0
P29215,37.417,28.099,113.759,0,0,0,0,2,2,0,0,0
P29218,34,17,63,0,0,0,0,0,0,0,0,0
P29273,0,0,7.016,0,0,0,0,0,0,0,0,0
P29288,92,85,225,0,0,0,0,3,1,1,0,0
P29311,20,11,39,0,0,0,0,0,0,0,0,0
P29341,148.789,79.851,333.646,0,0,0,0,5,0,0,0,0
P29356,9.797,9.446,46.452,0,0,0,0,0,0,8.359,0,2
P29496,0,0,49.801,0,0,0,0,0,0,0,0,0
P29551,34,25,61,0,0,0,0,0.89,0,0,0,0
P29563,12,8,28,0,1,0,0,0,0,0,0,0
P29610,62,39,86,0,0,0,0,4,0,0,0,0
P29618,23,16,60,0,0,0,0,0,0,0,0,0
P29691,0,0,0,0,0,0,0,1,0,0,0,0
P29694,122,68,141.998,0,1,0,0,3,0,0,0,0
P29763,186,78,291,0,0,1,0,14,0,4,7,0
P29937,1,2,4,0,0,0,0,0,0,0,0,0
P29957,188.999,120,410,0,4,0,3,7,0,4,0,0
P29994,20,4,50,0,0,0,0,2,0,0,0,0
P29995,18,13,40,0,0,0,0,0,0,0,0,0
P30044,1,0,4,0,0,1,0,2,3,0,0,0
P30162,26,13,21,0,0,0,0,0,0,0,0,0
P30176,88,51,90,0,0,0,0,2,0,0,0,0
P30181,185,161,295,0,0,0,0,10,0,0,0,0
P30182,8.425,21,67.376,0,0,0,0,3,0,0,0,0
P30187,129,119,332,0,1,0,0,4,0,1,0,0
P30191,86,69,161,0,4,0,0,1,0,0,0,0
P30235,34,11,60,0,0,0,0,2,0,0,0,0
P30268,11,37,45,0,0,0,0,0,0,0,0,0
P30270,31,43,99,0,0,0,0,4,0,0,0,0
P30352,92,64,169,1,2,0,0,2,0,0,0,0
P30366,9,4,2,0,0,0,0,0,0,0,0,0
P30416,68,59,95.002,0,0,0,0,2.137,0,0,0,0
P30536,36,14,45,0,0,0,0,1,1,0,0,0
P30638,186,152,359,0,2,0,0,7,5,1,0,0
P30707,0,0,0,0,0,0,0,0,0,0,0,0
P30722,23,30,53,0,0,0,0,1,0,0,0,0
P30741,406.739,314.755,694.448,1,6,1,2,15,1,0,0,0
P30771,61,60,188,0,0,0,0,4,0,0,0,0
P30863,5,6,7,0,0,0,0,0,0,0,0,0
P30924,10,8,8,0,0,0,0,1,0,0,0,0
P31060,2,5,13,0,0,0,0,0,0,0,0,0
P31072,30,30,89,0,0,0,0,0,2,0,0,0
P31105,52,44.447,64,0,0,1,0,3,1,0,0,0
P31171,1,12,28,0,0,0,0,3,0,0,0,0
P31209,59,48,111,0,1,0,0,4,0,0,0,0
P31244,34,51,100,0,2,0,0,3,1,0,0,0
P31251,44,55,123,0,0,0,0,0,0,0,0,0
P31320,71,36,125,0,0,1,0,3,0,1,0,0
P31321,8,21,37,0,0,0,0,0,0,0,0,0
P31335,0,0,0,0,0,0,0,0,0,0,0,0
P31373,0,0,0,0,0,0,0,0,0,0,0,0
P31414,48.375,38.878,114.839,0,0,0,0,1.991,0,0,0,0
P31424,68,47,103.055,0,2,0,0,0,2,0,0,0
P31448,2,6,4,0,0,0,0,0,1,0,0,0
P31528,8,14,18,0,0,0,0,1,0,0,0,0
P31539,0,0,0,0,0,0,0,0,0,0,0,0
P31540,0,0,0,0,0,0,0,0,0,0,0,0
P31541,8.032,0,19.555,0,0,0,0,0,0,0,0,0
P31542,67.968,61,168.445,0,0,0,0,1,2,0,0,0
P31592,124,77,170,0,3,0,0,1,0,0,0,0
P31596,2,1,21,0,2,1,0,0,0,0,0,0
P31674,263.827,133.664,345.511,0,0,0,2,7,3,1,0,0
P31692,511.999,356,737,0,2,0,4,9,6,4,0,0
P31787,84,58,199,0,0,0,0,1,0,0,0,0
P31826,145,122,313,0,1,0,0,0,0,2,0,0
P31851,167,153,270,0,0,1,0,6,0,0,0,0
P31957,48,25,87,0,0,0,0,1,0,0,0,0
P32019,22,7,42,0,1,0,0,0,0,0,0,0
P32023,8,33.819,107,0,0,0,0,0,1,0,0,0
P32143,65,41,73,0,0,0,1,4,0,0,0,0
P32232,58.022,89.679,157.388,1,0,0,0,13.177,0,0,0,0
P32279,12,14,69,0,0,0,0,3,0,0,0,0
P32321,73,59,148,0,3,0,0,1,0,0,0,0
P32331,5,4,36,0,0,0,0,0,0,0,0,0
P32332,112,126,309,0,2,0,0,1,0,1,0,0
P32381,88.778,95,280.513,3,0,0,3,1,0,0,0,0
P32393,36,16,39,0,1,0,0,0,0,0,0,0
P32437,19,10,24,0,0,0,0,2,0,0,0,0
P32472,0,0,0,0,0,0,0,0,0,0,0,0
P32481,0,10.235,36.716,0,0,0,0,2.771,0,0,0,0
P32482,46,51,44,0,0,0,0,0,0,0,0,0
P32518,0,0,0,0,0,0,0,0,0,0,0,0
P32529,9,3,8,0,0,0,0,0,0,0,0,0
P32563,0,0,0,0,0,0,0,0,0,0,0,0
P32598,15,28,103,0,1,0,0,0,3,0,0,0
P32621,42,30,118,0,0,0,0,6,1,0,0,0
P32644,3,3,2,0,0,0,0,0,0,0,0,0
P32646,13,18,31,0,0,0,0,0,0,0,0,0
P32811,59,33,106,0,0,0,0,2,0,0,0,0
P32826,65.407,34.266,154.898,0,0,1,0,8,0,0,0,0
P32839,112,110,260.126,0,1,0,0,1,0,1,0,0
P32861,27,22,35,0,0,0,0,2,0,0,0,0
P32874,18.995,13,65.315,0,4,0,0,1.933,0,0,0,0
P33116,41,45,74,0,2,0,0,0,0,0,0,0
P33160,383,285,942.001,0,10,0,5,12,2,0,0,0
P33175,0,0,4,0,0,0,0,0,0,0,0,0
P33188,2542.994,2022.667,3531.895,158,430.738,277.621,336.863,570.546,64,2896.52,1324.533,1456.044
P33203,0,3,7,0,0,0,0,0,0,0,0,0
P33224,52,51,102,0,2,0,0,2,0,0,0,0
P33292,38,34,92,0,0,0,0,1,0,0,0,0
P33296,32,24,60,0,0,0,0,0,0,0,0,0
P33303,5,3,10,0,0,0,0,2,0,0,0,0
P33324,63.773,50,175,0,0,0,2,3,0,0,0,0
P33328,9,0,8,0,0,0,0,0,0,0,0,0
P33363,74,66,203,0,0,1,3,1,2,0,0,0
P33527,42,27,118,0,0,0,0,2,0,0,0,0
P33550,49,29,82,0,0,0,0,0,0,2,0,0
P33590,191.601,114,311.41,0,1,0,2,11,1,0,0,0
P33610,139,113,260,0,3,0,0,9,0,0,0,0
P33727,256.481,188,409,0,0,1,2,8,4,0,0,0
P33731,95,48,167,0,2,0,0,5,0,0,0,0
P33947,35,32,56,0,0,0,0,0,0,0,0,0
P33948,78,48,95,0,0,0,0,0,0,0,0,0
P33991,0,0,0,0,0,0,0,0,0,0,0,0
P33992,0,0,0,0,0,0,0,0,0,0,0,0
P34022,18,8,72,0,0,0,0,1,0,0,0,0
P34024,23,26,49,0,0,0,0,0,0,0,0,0
P34036,56,36,73,0,0,0,0,0,0,0,0,0
P34081,50,27,107,0,0,0,0,3,0,0,0,0
P34099,3,2,0,0,0,0,0,0,0,0,0,0
P34101,172,148,326,1,0,0,0,5,0,1,0,0
P34117,37,22.587,87,0,0,1,0,3,0,0,0,0
P34120,86,52,130,0,0,0,0,7,1,0,0,0
P34127,0,0,0,0,0,0,0,0,0,0,1,0
P34205,8,16,22,0,0,0,0,1,0,0,0,0
P34280,8,2,4,0,0,0,1,0,0,0,0,0
P34308,18,32,88,0,0,0,0,6,1,0,0,0
P34319,82,117,148,0,0,1,1,1,1,0,0,0
P34329,93,34,88,0,0,0,0,0,0,0,0,0
P34331,2,2,15,0,0,0,0,0,0,0,0,0
P34371,51,33,77,0,0,0,0,0,0,0,0,0
P34436,0,0,2,0,0,0,0,0,0,0,0,0
P34528,12,9,17,0,0,0,0,0,0,0,0,0
P34569,124,108,228,0,3,0,0,6,0,0,0,0
P34579,23,23,63,0,0,0,0,0,0,0,0,0
P34624,19,9,18,0,0,0,0,0,0,0,0,0
P34678,92,75,122,0,1,0,0,1,1,1,0,0
P34697,0,0,1,0,0,0,0,0,0,0,0,0
P34703,87,77,148.411,0,2,0,1,4,0,0,0,0
P34723,6,7,23,0,0,0,0,2,0,0,0,0
P34730,122,61,119,0,0,0,0,0,0,2,0,0
P34791,38,28,42,0,1,0,0,3,0,0,0,0
P34815,1,0,0,0,0,0,0,0,0,0,0,0
P34823,0,1,0,1,0,0,0,0,5,0,0,0
P34893,61,51,107,0,0,0,0,0,0,0,0,0
P34899,69,27,92,0,0,0,0,7,0,0,0,0
P34913,28,24,36,0,0,0,0,4,0,0,0,0
P35007,3907.644,2901,6969.012,0,23,14,26,126,32,71,36,34
P35063,103.71,39.916,26.017,1,0,0,2,9.098,1.78,0,0,0
P35084,186.01,136,290.005,0,0,0,0,5,2,0,0,0
P35100,326,280,551,0,3,0,2,19,4,0,0,0
P35123,0,0,0,0,0,0,0,0,0,0,0,0
P35129,49.447,52.425,89,0,4,0,0,0,0,1,0,0
P35131,3,0,5,0,0,0,0,0,0,0,0,0
P35134,290,280.034,534.983,0,0,0,3,6,1.129,0,0,0
P35135,0,9.145,17.893,0,0,0,0,0,0.763,0,0,0
P35159,120,100,216,0,1,1,0,2,0,0,0,0
P35182,50,32,92,0,0,0,0,2,0,1,0,0
P35187,11,12,30,0,0,0,0,0,1,0,0,0
P35197,6,6,12,0,0,0,0,0,0,0,0,0
P35217,6,3,11,0,0,0,0,0,1,0,0,0
P35317,129.904,86,200,0,3,0,0,7,0,0,0,0
P35440,0,0.992,14.946,0,0,0,0,2.929,0,0,0,0
P35446,279.821,143.145,533.074,0,5,2,2,9,1,0,0,0
P35447,2,5,26,0,4,0,0,0,0,0,0,0
P35450,7,16,44,0,0,0,0,8,0,0,0,0
P35458,58,47,165.713,0,1,0,0,1,0,0,0,0
P35478,33,23,44,0,0,0,0,0,0,0,0,0
P35500,99.023,74.079,267.335,1,0,0,1,2,0,0,0,0
P35559,44,19,57,0,1,0,0,1,0,0,0,0
P35600,154,89,258,0,0,0,0,2,0,1,0,0
P35601,31,33,107,0,0,0,0,0,0,0,0,0
P35627,151.075,70.431,262.638,0,0,0,0,0,1,0,0,0
P35684,26.697,29.759,83.69,0,2,0,0,0,0.848,0,0,0
P35813,80,30,83,0,0,0,0,0,0,0,0,0
P35815,38,43,111,1,0,1,2,0,0,0,0,0
P35979,103.559,47.002,129.737,0,0,0,0,4,3,0,0,0
P36062,41,41,70,0,0,0,0,0,0,0,0,0
P36101,0,0,2,0,0,0,0,0,0,0,0,0
P36241,7.986,11.787,2.327,12.003,21.62,25.279,24.323,30.835,0,0,0,0
P36362,37,12,37,0,0,0,0,0,0,0,0,0
P36404,24,22,28,0,0,0,0,0,0,0,0,0
P36428,144.098,86,408,0,2,0,1,3,2,0,0,0
P36494,113,89,240.902,0,1,0,0,3,0,0,0,0
P36513,21.164,23,58,0,0,0,0,0,0,0,0,0
P36526,21,11,20,0,0,0,0,0,0,0,0,0
P36551,0,0,3,0,0,0,0,0,0,0,0,0
P36568,19,5,32,0,0,0,0,0,0,0,0,0
P36590,5,0,17,0,0,0,0,0,0,0,0,0
P36614,25,9,27,0,0,0,0,0,0,0,0,0
P36647,0,0,0,0,0,0,0,0,0,0,0,0
P36683,7.859,6.362,37.669,0,0,0,0,0,0,0,0,0
P36774,20,31,55,0,0,0,0,0,0,0,0,0
P36776,43,48,164,0,0,0,0,0,0,0,0,0
P36841,324.852,296.296,668.036,0,2,0,4,21,22,0,0,0
P36863,1,0,6,0,0,0,0,0,0,0,0,0
P36873,9,4,16,0,0,0,0,0,0,0,0,0
P36914,196,137.117,268,0,0,0,0,7,0,0,0,0
P36915,25,30,74,0,0,0,0,0,0,0,0,0
P36945,3,8,9,0,1,0,0,0,0,0,0,0
P36982,236,170,604,0,3,0,1,5,0,0,0,0
P36993,99,93,201,1,0,1,0,4,1,0,0,0
P37024,75,65,147,0,0,0,0,0,0,1,0,0
P37059,1,3,3,0,0,0,0,0,0,0,0,0
P37101,5.362,0,26.195,0,0,0,0,0,0,0,0,0
P37142,0,0,0,0,0,0,0,0,0,0,0,0
P37164,84.517,55,80,26,47,33,59.82,50.424,2,0,0,0
P37276,0,0,0,0,0,0,0,0,0,0,0,0
P37367,33,24,52,0,1,0,0,0,0,1,0,0
P37384,2,0,2,0,0,0,0,0,0,0,0,0
P37397,12,15,62,0,1,0,0,1,0,0,0,0
P37518,12,11,19,0,0,0,0,0,0,0,0,0
P37543,24,8,28,0,0,0,0,0,0,0,0,0
P37560,51.98,38,79,0,0,0,0,0,0,0,0,0
P37586,35.704,27.876,93.608,1,0,0,0,0,0,0,0,0
P37597,10,23,35,0,0,0,0,0,1,0,0,0
P37610,9,8,20,0,0,0,0,0,0,0,0,0
P37631,24,8,28,0,0,0,0,0,3,0,0,0
P37634,2,4,14,0,0,0,0,1,0,0,0,0
P37686,167,84,220,0,0,0,0,5,0,0,0,0
P37693,10,12,39,0,3,0,0,0,0,0,0,0
P37890,16,4,34,0,0,0,0,1,0,0,0,0
P37913,0,0,0,0,0,0,0,0,0,0,0,0
P37959,53,29,67,0,0,0,0,0,0,0,0,0
P37967,151,85,182,0,2,0,0,5,0,0,0,0
P38016,25,41,78,0,0,0,0,0,0,0,0,0
P38100,0,0,0,0,0,0,0,0,0,0,0,0
P38116,36,15,51,0,0,0,0,4,0,0,0,0
P38130,2,0,2,0,0,0,0,0,0,0,0,0
P38149,52,49.007,151.704,0,0,0,0,0,1,0,0,0
P38166,97,52,135,0,0,0,0,0,0,0,0,0
P38176,201,156,344.677,1,7,0,2,7,5,1,0,0
P38205,29,17,26,0,0,0,0,0,1,0,0,0
P38254,57,28,46,0,0,0,0,1,0,0,0,0
P38287,3,11,11,0,0,0,0,1,0,0,0,0
P38295,7,2,11,0,0,0,0,0,0,0,0,0
P38420,25,17,80,0,0,0,1,4,0,0,0,0
P38448,8,14,50,0,0,0,0,1,0,0,0,0
P38482,65,20,115,0,0,0,0,3,0,1,0,0
P38494,28,14,55,0,0,0,0,3,0,0,0,0
P38523,64,30,72,0,0,0,0,2,0,0,0,0
P38545,367,138,364,0,1,0,2,7,2,0,0,0
P38555,61,35,86.009,0,0,0,0,0,0,0,0,0
P38631,36,23,75,0,0,0,0,0,0,0,0,0
P38657,90,73,126.009,0,4,0,0,2,0,1,0,0
P38660,26,21,34.031,0,0,0,0,0,0,0,0,0
P38661,66,75,176,0,0,0,0,13,0,0,0,0
P38680,76,71,141,0,0,0,1,5,0,0,0,0
P38716,41,18,63,0,0,0,0,1,0,0,0,0
P38795,37,15,27,0,0,0,0,0,0,0,0,0
P38861,69,62,220,0,0,0,0,5,0,0,0,0
P38862,10,2,17,0,0,0,0,0,0,0,0,0
P38921,9,14,65,0,0,0,0,0,0,0,0,0
P38935,4,5,18,0,0,0,0,0,0,0,0,0
P38942,17,6,19,0,0,0,0,0,0,0,0,0
P38994,192,100,250,0,0,0,0,0,0,0,0,0
P39007,18,12,27,0,0,0,0,0,0,0,0,0
P39010,2,0,2,0,0,0,0,0,0,0,0,0
P39023,0,0,0,0,1,0,2,0,0,2,0,0
P39057,2,0,15,0,0,0,0,0,0,0,4,0
P39101,73,60,91,1,0,0,1,3,0,0,0,0
P39158,44,25,57,0,0,0,0,3,0,0,0,0
P39368,1,4,6,0,0,0,0,0,0,0,0,0
P39524,0,3,3,0,0,0,0,0,0,0,0,0
P39535,0,1,0,0,0,0,0,0,0,0,0,0
P39540,0,0,9,0,0,0,0,0,0,0,0,0
P39640,0,0,0,0,0,0,0,0,0,0,0,0
P39665,103,83,262,0,0,0,0,1,3,0,0,0
P39671,0,0,3.69,0,0,0,0,0,0,0,0,0
P39692,96.57,81.199,288.622,0,3,0,0,1,1,0,0,0
P39724,9,4,26,0,0,0,0,4,0,0,0,0
P39823,16,29,57,0,0,0,0,1,0,0,0,0
P39843,18,12,26,0,0,0,0,0,0,0,0,0
P39858,50,45,102,0,0,0,0,1,0,0,0,0
P39862,0,0,11.495,0,0,0,0,0,0,0,0,0
P39864,306.367,150.736,369.302,1,0,1,0,2.572,0,1,0,0
P39868,2,0,14,0,0,0,0,0,0,0,0,0
P39966,0,0,4,0,0,0,0,0,0,0,0,0
P39981,29,29,78,0,0,0,0,1,0,0,0,0
P40032,16,15,36,0,0,0,0,0,0,0,0,0
P40035,12,15,40,0,0,0,0,4,0,0,0,0
P40066,14,14,16,0,0,0,0,1,0,0,0,0
P40074,36,41,83,0,0,0,0,0,0,0,0,0
P40222,91,55,123,0,0,0,0,0,0,0,0,0
P40228,56,43,68,0,0,0,0,0,0,0,0,0
P40229,0,0,0,0,0,0,0,0,0,0,0,0
P40287,9.005,9,62.914,0,0,0,0,0,0,0,0,0
P40358,6,20,36,0,0,0,0,0,0,1,0,0
P40371,66,41,77,0,0,0,0,3,0,0,0,0
P40377,0,0,0,0,0,0,0,0,0,0,0,0
P40387,0,1,0,0,0,0,0,0,0,0,0,0
P40392,26,14,111,0,0,0,0,0,0,3,0,0
P40421,10,8,53,0,0,0,0,0,0,0,3,0
P40494,16,1,7,0,0,0,0,0,0,0,0,0
P40557,0,0,0,0,0,0,0,0,0,0,0,0
P40564,25,16,43,0,0,0,0,0,0,0,0,0
P40618,0,0,0,0,0,0,0,0,0,0,0,0
P40692,41,22,86,0,0,0,0,4,0,0,0,0
P40761,126,91,154,0,0,0,0,0,0,0,0,0
P40782,104,57,162,0,0,0,0,3,0,0,0,0
P40796,49.311,44.54,164.346,0,0,0,0,0,1,0,0,0
P40805,2,0,0,0,0,0,0,0,0,0,0,0
P40806,3,12,16,0,0,0,0,0,0,0,0,0
P40817,3,3,6,0,0,0,0,0,0,0,0,0
P40818,59,31,55,0,1,0,0,0,0,1,0,0
P40854,0,0,6,0,0,0,0,0,0,0,0,0
P40862,16,28,48,0,0,0,0,5,0,0,0,0
P40893,78,40,86,0,4,0,0,2,0,0,0,0
P40896,55,38,66,0,0,0,1,0,0,0,0,0
P40937,97,84,127,0,0,0,0,7,0,0,0,0
P40938,84,83,187,0,1,0,0,3,1,0,0,0
P40978,0,0,0,0,0,0,0,0,0,0,1,0
P40989,69,79,187,0,2,0,0,5,2,0,0,0
P40999,0,2,7,0,0,0,0,0,0,0,0,0
P41001,9.721,0,5.624,0,0,0,0,0,0,0,0,0
P41041,187.222,107.945,240.785,0,0,1,0,5,0,0,0,0
P41042,0,0,0,0,0,0,0,0,0,0,0,0
P41091,109,83.765,318.284,0,0,0,3,3.229,1,0,0,0
P41105,388,221,570,0,1,0,0,7,5,1,0,0
P41127,0,0,0,0,0,0,0,0,0,0,0,0
P41128,221,159,408,0,1,1,2,3,3,0,0,0
P41129,144.613,99,214,1,5,0,0,4,2,1,0,0
P41150,45,36,140,0,0,0,0,3,0,0,0,0
P41189,15,16,42,0,0,0,0,1,0,0,0,0
P41234,0,0,0,0,0,0,0,0,0,0,0,0
P41351,67,54,13,137,80,19,73,25,211,41,70,12
P41352,389,279.333,709.104,38,119.262,51,81.012,104.008,6,137.146,63.044,47
P41363,23,13,42,0,0,0,0,0,0,0,0,0
P41366,88,55,116.209,0,3,0,0,0,0,0,0,0
P41380,29.171,11,29.279,0,1,0,0,1.44,0,6.875,2.291,1.692
P41411,108,66,216,0,0,0,0,7,2,0,4,0
P41413,19,14,60,0,3,0,0,0,0,1,0,0
P41439,0,0,0,0,0,0,0,0,0,0,0,0
P41447,0,5,4,0,0,0,0,0,1,0,0,0
P41561,40.98,21.426,46.624,0,0,0,0,8.77,0,0,0,0
P41594,18,11,67,0,1,0,0,0,0,0,0,0
P41713,0,0,0,0,0,0,0,0,0,0,0,0
P41753,77,49,115,0,0,0,0,2,1,0,0,0
P41759,37,53,141,0,1,0,0,1,0,0,0,0
P41764,31.885,25.804,71,0,0,0,0,0,0,0,0,0
P41891,115.572,84.392,245,0,0,0,0,2,0,0,0,0
P41924,1,4,8,0,0,0,0,0,0,0,0,0
P41938,11,6,25,0,4,0,0,1,3,0,0,0
P42042,487,324,899,0,9,0,8,10,2,0,0,0
P42111,108.573,58.963,150,0,0,0,0,0,0,0,0,0
P42158,38,9,36,0,0,0,0,2,0,1,0,0
P42196,48,25,76,0,0,0,0,4,0,0,0,0
P42197,14,13,22,0,0,0,0,0,0,0,0,0
P42237,74,67,133,0,4,0,0,8,0,1,0,0
P42285,93,72,179,0,0,0,0,0,0,0,0,0
P42322,164,106,295,0,0,0,3,8,2,0,0,0
P42347,0,2,5,0,0,0,0,0,0,0,0,0
P42378,0,0,0,0,0,0,0,0,0,0,0,0
P42519,261,226,331,0,1,2,0,2,0,0,0,0
P42525,97,124,214,0,1,0,0,4,0,0,0,0
P42567,44,32,99,0,0,0,0,1,0,0,0,0
P42577,33,45,88,0,0,0,0,4,0,0,0,0
P42592,21,10,26,0,0,0,0,0,0,0,0,0
P42601,16,8,31,0,3,0,0,0,0,0,0,0
