Entry,UVI_092_C,UVI_094_C,UVI_096_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C
A5CQ46,0,0,0,0,0,0,0,1,0,0,0,0
A5CU64,0,0,0,0,0,0,0,0,1,0,0,0
A5CXE4,0,0,0,0,0,0,0,0,0,1,0,0
A5D0W6,3,4,0,64,133,95,134.926,188,2,1,0,0
A5D6U8,16,0,0,0,3,0,2,1,1,3,1,1
A5D785,0,0,0,0,0,0,6,1,0,7,5,9
A5D7F5,0,0,0,0,0,0,5,0,0,0,0,0
A5D7H3,0,0,0,0,0,0,1,2,0,57,12,11
A5D9W7,10,22,0,15,32,5,37,43,30,14.998,7,6
A5DAC8,0,0,0,0,0,0,0,0,0,0,0,0
A5DH19,0,0,0,5,21,8,15,12,1,137,76,41
A5DID7,0,0,0,0,0,0,0,0,0,0,0,0
A5DK38,0,0,0,0,0,0,0,0,0,0,0,0
A5DQN2,0,0,0,1,11,1,4,8,0,26.001,4,1
A5DQS0,0,0,0,0,0,0,0,0,0,0,0,0
A5DW14,0,0,0,0,0,0,4,0,0,0,0,0
A5DZE6,0,0,0,0,0,0,0,0,0,0,0,0
A5DZS4,0,0,0,0,0,0,0,0,0,15,6,9
A5EVM2,0,0,0,0,0,0,7,0,0,0,0,0
A5EX84,0,1,0,1,3,3,14,0,1,3,1,0
A5F5U6,0,1,0,0,0,0,0,0,3,57,29,19
A5FG48,0,4,0,1,8,5,0,0,0,5,2,4
A5FKJ2,6,18,0,33,51,61,27,29,1,2,1,4
A5FMP6,0,0,0,0,0,0,0,0,2,5,2,1
A5FYE6,0,0,0,0,0,0,7,0,0,0,0,0
A5FZG9,0,0,0,0,0,0,9,0,0,0,0,0
A5G029,0,0,0,0,1,0,0,1,0,10,5,3
A5G1Y9,0,0,0,3,10,17,13,20,0,4,0,0
A5GFW1,0,0,0,0,0,0,2,0,0,0,0,0
A5GIS6,0,0,0,0,0,0,0,0,0,0,0,0
A5GVF1,4,11,0,3,24,8,24,12,0,27,12,18
A5HII1,0,0,0,0,0,0,19,0,0,0,0,0
A5I0I2,0,0,0,0,2,0,0,0,1,8,5,6
A5II06,0,0,0,0,0,0,0,0,0,0,0,0
A5IIT4,0,0,0,0,0,3,0,0,0,4,3,4
A5IL32,0,0,0,0,0,0,5,0,0,0,0,0
A5JTQ2,0,0,0,0,4,0,2,0,0,0,0,0
A5JYS0,0,4,0,0,4,3,3,3,0,2,0,0
A5K0N4,6,10,0,20,85.149,29,42,52,1,98,26,42
A5K302,0,0,0,0,0,0,10,0,0,1,0,0
A5KE24,0,0,0,0,0,0,0,0,0,0,0,0
A5LGM7,0,0,0,0,0,0,0,0,0,21,5,8
A5N4L2,0,0,0,2,18,9,0,1,0,18,6,2
A5PF48,0,0,0,0,0,0,0,0,0,0,0,0
A5PJG7,0,0,0,0,0,4,0,1,0,0,0,0
A5PJJ7,0,0,0,1,8,10,3,10,0,10,10,0
A5PJZ2,0,0,0,0,0,0,1,0,0,0,0,0
A5PK19,0,3,0,3,21,12,11,26,0,97,64,38
A5PK40,10,3,13,0,3,0,1,5,0,1,0,0
A5PK71,48,79,0,13,82,48,22,12,11,76,41,41
A5PKG6,0,0,0,0,0,0,3,0,0,0,0,0
A5PMF6,1,0,0,0,10,3,2,3,0,5,0,0
A5PMU4,3,3,0,0,20,17.428,16,34.252,0,27.648,19.842,23.161
A5PMW0,2,4,0,7,2,15,7,22,2,75,33,27
A5PN38,0,0,0,0,0,0,3,0,0,0,0,0
A5UBC0,2,4,5,0,0,0,0,0,0,0,0,0
A5UBZ9,0,0,0,0,0,0,0,0,0,0,0,0
A5UPS3,0,0,0,0,0,0,0,1,1,0,0,0
A5V605,0,0,0,0,0,0,0,1.081,0,0,15.523,7.131
A5V9Q3,0,0,0,0,2,0,0,0,0,6,0,1
A5WBT2,0,0,0,0,0,0,0,0,0,0,0,0
A5WFM3,18,10,1,9,56,37,71,51,0,58,37,40
A5WVX1,4,8,0,10,9,34,26,51,0,82,59,39
A5WVX9,14,14,0,34,150,45,105,168,0,138,106,56
A5YM72,0,0,0,0,0,0,7,0,0,0,0,0
A6BM72,1,2,1,1,12,6,3,6,1,27,11,23
A6GWB6,0,0,0,0,0,0,0,0,0,0,0,0
A6GWT7,0,0,0,0,0,0,0,0,0,0,0,0
A6H5Y3,1,0,0,36,109,70,187,149,4,8,15,0
A6H639,0,0,0,0,0,0,0,1,0,8,3,3
A6H6A9,0,0,1,3,4,0,1,0,1,12,1,6
A6H759,4,0,0,9,0,32,15,0,0,1.004,1,0
A6H8H5,0,0,0,0,0,0,0,0,0,0,0,0
A6H8T7,0,0,0,0,0,0,0,0,0,0,0,0
A6JFQ6,0,0,0,0,0,0,0,0,0,0,0,0
A6KZJ9,0,0,0,0,0,0,2,0,0,0,0,0
A6L4J3,0,0,0,0,0,0,2,0,0,0,0,0
A6L4N0,0,1,0,0,3,0,0,0,0,9,4,12
A6L5I2,0,0,0,0,0,0,0,0,0,0,0,0
A6LAP3,3,2,0,2,0,0,2,0,0,36,24,10
A6LBY4,1,0,0,2,0,0,0,0,0,0,0,0
A6LFV1,0,0,0,1,0,0,1,0,0,2,0,0
A6LMK5,0,0,0,0,1,1,0,0,0,2,0,0
A6MMR2,0,0,0,0,0,0,2,0,0,0,0,0
A6MVS6,0,0,0,0,0,0,5,0,0,0,0,0
A6MVW9,51,105,6,7,11,20,35,26,11,483,266,200
A6MVX9,0,0,0,2,2,1,0,1,2,5,0,0
A6N6J5,7,2,0,165.746,677.579,292.402,533.996,738.062,0,8.817,4,1.106
A6NCI4,18,31,0,24,58,37,48,64,8,18,7,15
A6NFX1,0,26,0,27,119,26,98,118,0,226,176,75
A6NHL2,0,0,0,0,0,0,8,2,0,0,0,0
A6NMK7,5,1,0,0,1,0,0,4,2,8,1,3
A6NNM8,0,0,0,0,0,0,1,0,0,0,0,0
A6NNX1,0,0,0,0,0,0,5,0,0,0,0,0
A6P3B2,0,2,0,0,0,0,7,1,0,25,9,28
A6PWD2,18,20,18,16,18,7,13,9,3,62,33,32
A6QBB6,0,0,0,0,0,0,0,0,0,0,0,0
A6QL92,7,7,0,9,46,15,21,34,0,35,27,21
A6QLH5,0,0,0,0,0,0,0,0,0,0,0,0
A6QLT2,0,0,0,0,0,0,2,0,0,0,3,0
A6QLU1,0,0,0,0,0,0,0,0,0,0,0,0
A6QLU7,0,0,0,0,0,0,15,0,0,0,0,0
A6QP05,1,4,0,0,0,1,1,3,1,8,4,12
A6QP57,0,1,0,0,0,0,0,0,0,58,46,28
A6QPE7,0,0,0,0,14,8,14,24,1,29.038,22,9
A6QQ47,0,0,0,0,0,0,0,0,0,0,0,0
A6QQC0,0,0,0,0,0,1,0,0,0,0,0,0
A6QQM4,0,0,0,0,0,0,0,0,0,0,0,0
A6QQU6,3,4,0,0,22,6,9,15,2,108.998,37,37
A6SY74,0,0,0,0,0,0,0,0,0,0,7,1
A6TE29,0,0,0,0,0,0,2,0,0,0,0,0
A6TEB3,4,13,0,0,13,5,16,8,0,12,7,2
A6TMN5,9,7,0,13,4,15,9,23,0,34,17,17
A6TNN7,0,0,0,0,0,0,10,0,0,0,0,0
A6U8C2,0,0,0,0,3,0,1,0,0,0,0,0
A6V3Q8,0,2,0,0,0,0,0,1,0,12,0,7
A6VK13,0,0,0,0,0,2,0,0,0,4,3,2
A6VMR4,0,3,0,2,4,3,10,1,1,0,0,2
A6WDF2,0,0,0,6,8,0,6,9,1,1,0,2
A6WE36,1,5,0,3,5,0,0,1,1,0,6,0
A6WW16,0,0,0,0,0,0,0,0,0,7,1,1
A6WXV2,1,0,0,0,0,0,0,0,0,2,2,3
A6WYD2,0,0,0,0,0,0,7,0,0,0,0,0
A6WYH5,8,7,0,0,45,17,14,21,1,78,40,10
A6X0K5,0,0,0,2,4,0,0,5.99,0,0,0,0
A6X7E7,0,0,0,1,9,0,0,1,0,6,3,0
A6X8E9,0,0,0,0,0,0,0,0,0,0,0,0
A6XMY9,0,0,0,0,0,0,0,0,0,0,0,0
A6ZMR9,0,0,0,0,0,0,1,0,0,0,0,0
A6ZRX0,0,0,0,0,0,0,1,0,0,0,0,0
A7E2V1,0,0,0,0,7,3,2,0,6,24,3,4
A7E3U5,13,21,0,2,19,2,4,9,1,42,62,24
A7EAY2,0,0,0,0,1,0,0,0,0,3,4,2
A7EJY3,0,0,0,0,0,0,4,0,0,0,0,0
A7EYW0,0,0,0,65,219,124,182,297,0,0,1,0
A7F045,6,1,0,1,13,5,4,4,0,0,0,0
A7F1E9,0,0,0,0,0,0,0,0,0,0,0,0
A7F4H5,0,0,0,0,3,0,0,0,0,0,0,0
A7H8A3,0,0,0,0,0,0,0,0,0,0,0,0
A7HHM9,0,0,0,0,6,1,0,4,0,0,0,0
A7HSX5,0,0,0,1,0,0,1,3,0,0,0,0
A7HZ38,0,0,0,3,5,1,2,1,2,0,0,0
A7HZ39,0,0,0,0,0,0,0,0,0,0,0,0
A7I2G3,0,0,0,0,0,0,0,0,0,12,2,17
A7INK3,0,0,0,0,0,0,4,0,0,0,1,0
A7IQW5,9,13,0,12,88,53,63,113,0,81,98,53
A7KAK1,0,0,0,0,1,1,1,0,0,2,0,0
A7KVC2,0,0,0,0,0,0,0,0,0,0,0,0
A7LXS8,0,0,0,0,0,0,0,0,0,0,0,0
A7LXS9,0,0,0,0,0,0,6,2,0,0,0,0
A7LXT0,1,0,0,29,178,70,169,249,4,0,1,6
A7LXU0,0,0,0,0,0,0,0,0,0,0,0,0
A7MAZ3,0,0,0,0,0,0,1,0,0,0,0,0
A7MB10,0,0,0,0,0,0,0,0,0,0,0,0
A7MB16,44,62,3,2,0,3,0,1,11,2.007,1,3
A7MB73,2,12,0,13,44.048,16.047,21,30,1,1,0,1
A7MB89,0,0,0,0,0,0,10,0,0,0,0,0
A7MBE4,0,0,0,0,0,0,0,0,0,0,0,0
A7MBF6,0,3,0,22,96,32,71,121,2,5,0,1
A7MBH5,0,0,0,0,0,0,26,0,0,0,0,0
A7MBI7,5,5,0,3,7,14,5,5,2,23,4,8
A7MBP4,0,0,0,0,0,0,0,0,0,0,0,0
A7N2P9,0,0,0,0,0,2,0,0,0,25,6,4
A7N307,0,0,0,1,2,1,11,0,0,1,2,2
A7PQS0,97.001,153,5,35,68,89,106.999,127.999,14,1403.33,772.937,556
A7PZL3,0,0,0,0,2,1,1,1,0,6,7,0
A7RDN6,0,0,0,0,0,0,0,0,0,0,0,0
A7RFT2,0,0,0,2,0,0,0,2,0,1,0,0
A7RIT9,0,0,0,0,1,0,1,1,13,3,13,1
A7RK30,42,76,1,63,246.065,135,225,308,0,214.842,127.982,140
A7RPT4,0,0,0,0,0,0,0,0,0,0,0,0
A7RWD2,0,0,0,0,2,0,0,2,5,2,0,0
A7RWP6,8,2,0,0,2,0,1,2.014,5,4,12,5
A7S338,0,0,0,0,0,0,0,0,0,9,0,1
A7S6Y0,9,2,0,0,0,2,4,2,0,9,5,6
A7SD85,0,0,0,6,11,4,21,35,3,2,0,4
A7SDW5,0,1,1,1,0,0,0,0,25,733,237,660
A7SE05,1,0,0,0,3,9,3,10,0,17,16,20
A7SKJ3,0,0,0,0,0,0,0,0,0,15,6,7
A7STV9,0,0,0,40,119,80,149.983,169,0,0,0,0
A7SWH1,0,1,0,0,0,0,5,1,1,31,20,10
A7TG13,0,0,0,0,1,1,0,6,4,81,21,38
A7THS1,0,0,0,0,0,0,0,0,2,0,0,0
A7TKR8,0,0,0,0,4,1,3,2,5,39,19,6
A7TR50,0,0,0,0,0,0,0,0,0,0,0,0
A7WM73,0,0,0,1,3,2,0,2,6,8,3,3
A7XDQ9,0,0,0,0,0,0,0,0,0,2,0,0
A7YWC4,0,0,0,0,0,0,1,0,0,0,0,0
A7YY53,0,0,0,0,0,0,1,0,1,6,5,3
A7Z061,15,20,0,0,0,0,1,0,2,18,1,6
A7Z3F2,0,0,0,0,0,0,0,0,0,0,0,0
A7Z4X7,0,0,0,0,0,1,5,3,0,4,11,0
A7Z5Z4,0,0,0,0,0,0,0,0,0,0,0,0
A7Z6W0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z975,1,0,0,0,1,0,0,0,0,26,9,6
A8ABM5,0,0,0,0,0,0,1,4,2,0,0,1
A8ALQ4,0,0,0,0,0,0,0,0,0,0,0,0
A8BQB4,0,0,0,0,3,2,19,2,5,197,87,92
A8CVX7,0,0,0,0,0,0,7,2,0,0,0,0
A8DZH4,2,0,0,0,17,7,7,1,0,0,0,0
A8E4L1,0,0,0,1,7,0,0,1,0,15,1,5
A8E534,0,0,0,1,0,0,5,0,1,0,0,0
A8E657,0,0,0,0,0,0,0,0,0,0,0,0
A8F8C2,0,0,0,0,0,0,3,0,0,0,0,0
A8G8C4,0,0,0,0,0,0,0,0,0,0,0,0
A8GBA5,0,0,0,0,0,0,0,0,0,0,0,0
A8GG78,0,0,0,0,0,0,0,0,5,10,10,7
A8GG79,0,0,0,0,11,19,15,2,0,53,29,19
A8GLE9,0,0,0,0,0,0,0,0,0,0,0,0
A8GM60,0,1,0,0,0,0,1,0,0,6,1,1
A8GMF8,1,0,0,0,2,0,6,7,1,5,6,3
A8H7S9,0,0,0,0,0,0,2,0,0,0,0,0
A8HMZ4,0,0,0,1,0,0,25,0,0,1,3,0
A8HQ54,0,0,0,0,1,0,1,0,0,0,0,0
A8HS48,191,268,3,8,10,18,49,38,8,85,16,20
A8HUA1,47,107,24,7,18,20,26,18,9,103,31,35
A8HVL5,0,0,0,0,0,0,0,0,0,0,0,0
A8I1Q0,0,4,0,9,24,20,59,54,2,45,42,15
A8I4E9,5,5,2,13,27,12,29,48,3,15,13,6
A8I9E8,0,1,0,0,2,0,13,2,0,19,2,9
A8IB22,0,0,0,0,0,0,18,1,0,0,0,0
A8ILK1,46,104,1,71,367,157,257,443.021,7,21,16,10
A8IQE0,1,0,0,1,22,8,4,4,1,6,1,1
A8IQT2,0,0,0,0,0,0,13,0,0,0,0,0
A8IR43,2,0,0,7,45,10,26,55,1,22,6,3
A8IU92,0,0,0,0,0,0,4,0,0,0,0,0
A8IUG5,0,0,0,0,0,0,13,1,0,0,0,0
A8IW99,5,14,0,13,17,48,47,41,0,0,0,0
A8J0N6,0,0,0,0,0,0,8,0,2,24,5,5
A8J1V4,0,7,1,1,0,0,1,1,1,49,5,14
A8J6J0,2,0,0,3,4,1,6,5,5,5,0,1
A8J8F6,0,0,0,0,0,1,1,0,0,23,7,7
A8JAM0,0,1,1,1,0,0,3,1,4,42,30,27
A8JAN3,2,0,0,2,11,2,13,5,1,5,2,3
A8JB22,0,0,0,0,0,0,8,0,0,0,0,0
A8JF70,2,7,1,9,18,18,53,36,3,185,72,68
A8JFU2,0,0,0,0,0,0,0,0,0,0,0,0
A8JGB0,0,0,0,1,6,4,5,6,0,1,2,0
A8JID5,4,4,0,0,10,4,2,7,4,3,3,2
A8JQX3,23,51.003,0,46,333,132,328,367,1,284.024,171,124
A8JUV0,0,0,0,0,0,0,0,0,0,0,0,0
A8KBL5,0,0,0,0,0,0,3,0,0,0,0,0
A8KBL7,0,0,0,0,0,0,0,0,0,0,0,0
A8L177,0,0,0,0,0,0,10,0,0,0,0,0
A8LNY7,0,0,0,0,0,0,4,0,0,0,0,0
A8M3K6,0,9,0,1,1,1,0,6,6,2,1,6
A8MG75,0,0,0,0,7,2,6,9,0,0,0,0
A8MJT5,12,16,0,0,0,0,0,1,0,1,0,0
A8MQA3,0,0,0,5,0,1,0,5,0,7,0,0
A8MR93,0,0,0,1,5,3,2,2,0,2,0,3
A8MS41,0,0,0,0,0,1,0,1,0,0,0,0
A8MWK0,1,1,0,19,61,20,34,80.007,12,145,79,47
A8MX76,0,0,0,0,0,0,0,0,0,1,2,1
A8N7C6,0,0,0,0,0,0,0,0,0,0,0,0
A8NEP3,0,8,0,0,0,2,0,5,10,5,0,0
A8NR45,0,0,0,0,2.2,2.147,1.036,0,3,138.74,61.874,73.575
A8QCE4,0,0,0,0,0,2,1,6,1,0,0,4
A8W649,0,2,0,1,8.044,4,1,0,15,0,0,0
A8WE67,0,0,0,0,6,1,6,1,0,2,0,0
A8WGF4,0,0,0,59,214,96,243,221,1,8,2,6
A8WGT1,0,0,0,0,5,0,1,1,1,2,1,0
A8WN56,1,8,1,0,0,0,1,3,0,62,48,61
A8WN62,0,0,0,0,0,2,6,1,0,59,43,29
A8WRG3,0,0,0,0,0,0,0,0,0,0,0,0
A8WRV1,0,0,0,0,0,0,0,0,0,4,3,0
A8WYE4,0,0,0,0,0,0,12,0,1,35,4,0
A8X6H1,6,44,0,3,8,3,7,3,2,58,20,7
A8X6H4,0,0,0,0,0,0,0,0,0,0,0,0
A8XGH1,0,0,0,0,0,0,1,0,0,5,7,9
A8XJL7,0,0,0,0,2,0,0,1,1,1,0,0
A8XJZ8,0,0,0,0,1,0,0,1,0,0,0,0
A8XQD5,0,0,0,0,0,0,3,0,0,0,0,0
A8XW88,0,0,0,0,0,0,4,0,0,0,0,0
A8Y1P7,0,0,0,0,3,0,0,0,0,0,0,0
A8Y236,0,0,0,0,0,0,0,0,0,0,0,0
A8Y4B2,0,0,0,0,11.667,0,0,10.352,0,22.784,13.887,0
A8YXM7,1,1,0,17,41,58,88,122,9,36,14,4
A8Z5V5,0,0,0,0,0,0,0,0,0,0,0,0
A9A1T2,0,0,0,0,0,0,0,0,0,11,12,2
A9A3L9,0,0,0,0,0,0,0,0,0,0,0,0
A9BCW6,0,2,0,0,0,0,4,0,7,10,1,0
A9BD85,0,0,0,0,0,0,1,0,0,0,0,0
A9BE84,0,0,0,0,0,0,0,0,0,3,4,1
A9BEU2,2,3,0,11,61,37,57,76,2,145,79,68
A9BF03,0,0,0,0,0,0,1,0,0,21,17,8
A9BHB5,0,1,0,3,0,0,8,2,3,4,1,0
A9BJC1,0,0,0,3,6,1,1,2,2,7,2,0
A9CJC9,3,2,0,4,13,7,32,21,3,74,15,35
A9CPT4,0,0,0,0,0,0,0,0,0,41,12,10
A9FJ48,0,4,0,15,30,25,23,27,2,147,51,49
A9IGI5,0,0,0,0,0,0,0,0,0,0,0,0
A9JRD8,0,0,0,0,14,2,13,4,0,10,6,5
A9JTH1,0,0,0,0,2,0,1,1,2,1,0,2
A9KG91,0,0,0,0,0,0,7,0,0,0,0,0
A9KHA0,0,3,0,0,0,0,0,1,0,27,7,17
A9KJH8,1,8,0,2,0,0,1,0,5,0,0,0
A9KK15,7,1,0,16,26,15,28,20,0,48,30,26
A9LIW2,5,35,0,74,631,88,435,508,0,69,33,21
A9LNK9,0,4,0,20,57,30.005,66,78,1,33,9,8
A9MJT5,0,1,0,0,0,0,0,0,5,3,2,0
A9MNH4,0,0,0,0,0,0,0,0,0,0,0,0
A9N8H1,0,0,0,0,0,0,0,0,0,0,0,0
A9N9F4,0,0,0,2,0,0,0,0,0,12.715,6,0
A9NEE5,54,45,0,12,34,11,4,0,5,1,0,0
A9PCL4,102,130,0,175,659,416,642,774.949,8,910,616,477
A9R7I1,0,0,0,0,0,0,1,0,0,0,0,0
A9RBS1,0,0,0,0,0,0,2,0,0,8,4,9
A9RVK2,0,0,0,0,0,0,0,0,0,0,0,0
A9S3D3,0,0,0,0,0,0,2,0,0,23,0,3
A9SIZ6,0,0,0,0,0,0,0,2,0,0,0,0
A9SMC8,0,1,2,2,10,3,47,11,2,93,60,52
A9T142,0,0,0,0,0,0,6,0,0,0,1,0
A9ULY7,0,0,0,0,0,0,0,0,0,0,0,0
A9UMG5,0,0,0,40,169,111,182,241,3,0,0,0
A9UNU6,3,7,0,3,33,12,46,31,0,272.852,124.018,123
A9UQ62,0,0,0,0,0,1,0,0,0,127,60,71
A9V2C1,0,1,1,6,0,7,0,5,0,0,0,0
A9V3C0,0,0,0,1,16,3,8,8,0,1,1,0
A9VE54,0,0,0,11,16,13,32,25,6,1,2,1
A9W2R3,0,0,0,0,0,0,15,2,0,0,0,0
A9WGE3,0,0,0,5,20,4,31,24,0,14,4,4
A9WRT1,0,1,0,3,7,3,1,2,0,18,1,4
A9WW77,0,0,0,0,0,0,5,0,0,0,0,0
B0BLT4,2,0,0,0,0,0,12,1,0,4,0,5
B0BML7,0,0,0,0,1,3,4,0,0,0,0,0
B0BN18,5,6,0,0,4.001,1,0,5,8,46,33.016,35
B0BNE5,0,0,0,4,6,4,0,2,0,11.94,0,3.306
B0CFQ6,42,109,0,11,53,12,34,28,2,192,120,54
B0CM26,0,0,0,0,0,1,0,4,1,13,2,2
B0DK57,0,0,0,1,5,2,4,5,5,82,35,22
B0DOB4,0,0,0,0,0,0,5,0,0,0,0,0
B0DSN9,0,0,0,0,0,0,1,0,0,1,0,0
B0DZL3,0,0,0,0,0,6,1,5,0,5,2,0
B0E2U2,0,0,0,0,0,0,1,0,0,0,0,0
B0F9L4,1,1,0,0,0,0,1,0,0,2,4,2
B0G143,6,11,0,2,0,0,4,2,0,52,11,39
B0G159,3,5,0,0,1,4,0,10,3,11,3,5
B0G172,0,0,0,0,0,0,0,1,0,1,0,0
B0G180,0,0,0,0,1,0,3,1,1,0,0,0
B0JTK0,0,0,0,0,2,0,0,0,1,0,0,0
B0JTL3,0,0,0,0,0,0,4,0,0,0,0,0
B0JU67,0,0,0,0,5,1,6,4,0,6,0,4
B0JXE2,0,0,0,0,1,0,9,0,0,65,35,13
B0JYC5,0,0,0,0,0,0,0,0,0,0,0,0
B0JYZ2,0,0,0,0,1,3,5,2,0,3.652,4,0
B0JZV4,0,0,0,0,0,0,0,0,0,13,9,1
B0K012,0,0,0,0,0,0,7,0,0,0,0,0
B0K1W0,0,0,0,0,0,0,0,0,0,0,0,0
B0K437,0,0,0,0,0,0,3,0,0,0,0,0
B0K4E2,0,0,0,0,0,0,3,0,0,0,0,0
B0K530,0,0,0,12,29,7,23,32,3,7,11,4
B0K534,0,0,0,2,0,0,9,8,2,4,0,0
B0K625,0,0,0,6,6,5,15,6,0,12,4,1
B0KAS1,0,0,0,0,0,0,0,0,0,2,0,0
B0KTG8,1,13,0,0,15,13,4,13,2,13,2,11
B0M0P8,0,1,0,4,11,0,9,10,0,6,4,4
B0R0B1,11,9,0,2,3,4,32,8,11,66,16,20
B0R0T1,5,0,0,12,12.497,1,8,11,0,37,14,24
B0RCQ8,0,0,0,0,0,0,0,0,0,0,0,0
B0RIH2,1,1,0,25,106,56,64,116,0,51,29,18
B0S155,0,0,0,0,0,0,0,0,0,0,0,0
B0S5D5,0,1,0,1,0,11,1,4,0,12,0,1
B0S6T2,2,1.991,0,0,2.988,3,7.451,2.536,1,22.22,14.607,0
B0SKD9,0,0,0,0,0,0,1,0,0,0,0,0
B0SQ07,0,0,0,0,0,0,0,1,0,7,11,0
B0SW62,0,0,0,0,1,1,0,0,2,8,1,2
B0TI15,0,0,0,0,0,0,0,0,0,0,0,0
B0ULY8,0,0,0,0,0,0,0,0,0,0,0,0
B0UPJ6,5,1,0,5,19,35,60,29,0,54,33,29
B0UXP9,0,0,0,0,0,0,0,0,0,0,0,0
B0UXS1,2,1,0,3,8,13,4,1,0,82,17,51
B0WYR6,0,0,0,0,1,0,4,3,3,23,12,11
B0X4N1,0,0,0,0,0,0,4,0,0,0,0,0
B0XDC4,0,1,0,2,13,8,1,4,5,17,0,8
B0XFT7,0,0,0,0,0,0,5,0,0,0,0,0
B0XN12,0,0,0,0,1,0,0,0,0,90,38,15
B0XT72,1,3,0,0,0,0,6,0,13,64,19,23
B0Y567,0,0,0,9,10,10,61,52,8,73,48,23
B0YBX0,0,0,0,0,0,0,23,0,0,0,0,0
B1ANS9,0,0,0,0,0,0,0,0,0,0,0,0
B1AQJ2,0,3,0,0,5,2,2,7,0,4,8,2
B1AZ99,0,0,0,0,0,0,0,0,0,0,0,6
B1AZA5,0,0,0,0,0,0,0,0,2,249.001,112,94
B1H2P7,0,0,0,0,0,0,0,0,0,2.914,0,0
B1H3D5,0,0,0,0,0,0,3,0,2,24.913,5,14
B1I7Z3,0,0,0,0,0,0,0,0,0,0,0,0
B1J4D7,0,0,0,0,3,0,3,0,0,1,0,0
B1J5W7,0,0,0,0,0,0,2,0,0,0,0,0
B1J606,0,0,0,0,1,0,0,4,1,36,26,9
B1JE82,0,0,0,0,0,0,1,0,0,0,0,2
B1JHH1,0,0,0,1,0,0,2,6.32,1,2,1,0
B1JHY8,0,0,0,0,2,2,1,1,0,26,0,7
B1JLQ5,0,0,0,0,0,0,1,0,1,53,18,23
B1JQD9,0,0,0,3,13,9,12,9,0,22,7,0
B1JUW4,0,0,0,0,8,0,0,0,0,16,0,0
B1KHA5,0,0,0,20,46,57,58,109,0,0,0,0
B1L3V2,0,0,0,0,3,0,1,1,0,6,0,0
B1L765,2,0,17,0,0,0,0,0,1,0,0,0
B1LAW7,0,0,0,0,0,0,0,1,0,8,6,0
B1LM23,3,3,0,69,283,99,213,268,8,220.008,101,66
B1MHQ0,0,0,0,12,74,36,50,72,0,46,32,37
B1WBP0,0,0,0,0,0,0,0,0,0,0,0,0
B1WC97,0,0,0,0,0,0,1,0,3,7,1,2
B1WVA3,0,1,0,0,0,0,3,1,0,2,0,0
B1WVR2,0,0,0,0,12,0,2,0,0,0,0,0
B1WVY1,0,0,0,0,0,0,0,1,1,11,8,6
B1XHW1,0,0,0,0,0,0,0,0,0,0,0,0
B1XHY7,186,312,5,252,998,495,880,984,31,2597.492,1544,1204.997
B1XJS8,1,2,0,0,0,0,3,2,3,2,0,0
B1XJT4,0,6,0,0,6,1,0,0,1,4,0,0
B1YHS1,0,0,0,0,0,0,4,0,0,0,0,0
B1YPV8,2,0,0,0,1,0,0,0,3,6,0,0
B1YXP0,0,0,0,0,0,0,0,0,0,0,0,0
B1ZB18,0,0,0,1,11,4,7,1,1,9,0,1
B1ZX46,2,4,0,0,0,0,2,4,0,1,0,0
B2CPI5,0,0,0,37,87,44,78,137,0,28,8,6
B2FI29,0,0,0,0,0,0,0,0,0,0,0,0
B2GBQ6,0,0,0,0,1,1,0,2,0,32,18,11
B2GEP6,1,0,0,0,0,2,2,3,4,2,2,0
B2GUS6,8,0,0,14,32,14,28,34,0,29,15,11
B2GUZ1,0,0,0,7,6,8,14,11,0,0,0,0
B2HIL7,0,0,0,0,2,0,8,1,2,3,1,3
B2HJ20,0,0,0,0,0,0,0,0,0,0,0,0
B2IBR4,0,0,0,0,0,0,0,0,0,0,0,0
B2ICI8,0,0,0,0,0,0,2,0,0,0,0,0
B2IDK3,0,0,0,0,0,0,1,0,0,0,0,0
B2IUA9,0,0,0,0,0,0,1,0,0,0,0,0
B2IZP5,0,0,0,0,5,3,10,5,5,12,0,4
B2J1L2,0,0,0,0,0,0,0,0,0,0,0,0
B2J7M9,0,0,0,0,0,0,7,0,0,0,0,0
B2KI97,0,5,0,0,0,0,3,0,0,0,0,0
B2KWH4,0,0,0,3,2,2,1,0,2,23.041,7,9
B2RC85,3,20,0,9,25,9,26,24,2,11,5,4
B2RQC6,0,0,0,0,0,0,4,0,0,0,0,0
B2RRE7,0,0,0,0,3,1,0,2,0,2,2,1
B2RV13,18,43,1,36,242,89,110,180,2,110,60,46
B2RW38,0,0,0,0,3,0,23,2,0,0,1,0
B2RX12,0,0,0,0,0,0,4,0,0,0,0,0
B2RX14,0,2,0,2,41,11,37,34,2,31,11,9
B2RXR6,1,0,1,14,54,6,49,29,3,37,16,14
B2RY56,0,0,0,66,228,139,237.013,307,3,19,9,9
B2RYD2,36,45,1,46,231,82,135.001,231,1,338,246,163
B2RYG6,0,0,0,0,0,0,0,1,0,0,0,0
B2RYH9,0,0,0,0,0,0,0,1,2,0,0,0
B2RZ37,0,0,0,0,0,0,5,0,0,0,0,0
B2RZ50,0,0,0,0,2,0,0,0,0,4,0,2
