"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","M_d6_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C"
"A8J0N6",27,49,48,102,4,0,0,0,0,0,0,5,0,2,14,3,3,2,0,251,370,128,92,50,0,0,0,0,0,0,0,9,1,0,1,0,5,0,12,5
"A8JF70",68,107,111,346,14,0,1,1,2,1,3,14,5,2,108,33,34,39,0,1124,1270,554,393,124,0,0,0,0,0,0,0,61,31,20,18,49,60,49,15,38
"A8JID5",9,17,22,34,0,0,2,2,0,3,1,1,1,4,1,1,1,11,0,263,266,156,44,15,0,0,0,0,0,0,0,0,0,0,0,1,1,29,0,1
"A8JQX3",144,40,18,51,0,0,15,35,31,271,102,267,299,1,196,124,86,2,10,1452,1274,584,271,130,0,0,0,0,0,0,0,8,450,716,420,140,244,300,262,417
"A8KBL5",35,24,38,42,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,244,225,119,74,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"A8MJT5",10,13,13,31,0,0,12,16,0,0,0,0,1,0,1,0,0,1,0,61,80,37,11,7,0,0,0,0,0,0,0,0,0,0,0,54,110,86,88,97
"A8MR93",2,0,0,1,0,0,0,0,1,4,3,2,2,0,1,0,2,0,0,14,16,7,7,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"A8WGF4",67,4,8,16,0,0,0,0,35,128,54,157,129,1,1,1,1,1,0,1346,998,419,912,77,0,0,0,0,0,0,0,26,0,0,0,1,30,0,0,19
"A8X6H1",581,57,10,59,5,0,5,71,1,2,1,2,1,2,42,11,2,8,0,988,846,378,247,106,0,0,0,0,0,0,0,0,8,0,7,152,323,337,214,427
"A9A1T2",85,0,0,5,0,0,0,0,0,0,0,0,0,0,18,18,4,9,0,228,247,129,126,19,0,0,0,0,0,0,0,0,2,6,3,0,0,0,2,1
"A9A3L9",3,21,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"A9BEU2",11,36,31,77,2,0,1,1,7,44,28,40,57,2,116,65,56,0,0,145,128,71,46,10,0,0,0,0,0,0,0,34,113,198,121,66,207,162,167,149
"A9BHB5",75,109,53,140,0,0,0,1,4,0,0,10,3,4,6,1,0,0,0,281,271,97,220,75,0,0,0,0,0,0,0,22,1,8,1,14,19,10,8,17
"A9CJC9",14,100,92,225,15,0,2,1,2,6,4,17,10,2,39,8,19,1,0,234,343,158,55,23,0,0,0,0,0,0,0,69,59,101,59,33,84,69,17,34
"A9LNK9",2,66,10,117,1,0,0,1,13,21,13,39,56,1,1,1,1,2,0,619,618,176,202,26,0,0,0,0,0,0,0,61,0,26,0,0,0,0,0,0
"A9PCL4",2,22,21,23,3,0,81,84,143,558,400,540,687,3,700,558,411,3,0,755,609,270,493,66,0,0,6,0,0,0,0,59,1091,1811,1123,1954,3406,3523,4023,2127
"A9RBS1",23,18,17,52,1,0,0,0,0,0,0,2,0,0,7,4,7,6,0,127,196,41,84,24,0,0,0,0,0,0,0,0,1,5,1,11,6,1,2,4
"A9UMG5",2,5,4,13,1,0,0,0,5,19,13,21,27,1,0,0,0,1,0,109,140,83,47,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"A9UNU6",2,27,36,62,2,0,1,2,1,9,3,14,8,0,121,54,56,0,0,71,97,35,62,20,0,0,0,0,0,0,0,9,0,0,0,125,283,207,69,210
"A9V2C1",10,18,14,28,3,0,0,1,4,0,5,0,5,0,0,0,0,3,0,124,139,43,2,12,0,0,0,0,0,0,0,3,3,11,6,15,1,1,1,7
"A9V3C0",16,47,43,71,0,0,0,0,1,11,2,5,5,0,1,1,0,0,0,93,150,61,24,33,0,0,0,0,0,0,0,12,0,0,0,1,6,0,5,1
"A9VE54",4,21,13,16,4,0,0,0,4,3,3,8,5,4,1,1,1,0,0,98,159,40,38,63,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0
"A9WGE3",3,5,2,2,0,0,0,0,3,12,2,20,14,0,6,2,2,2,0,70,55,31,24,17,0,0,0,0,0,0,0,0,1,0,5,0,17,0,15,16
"B0BNE5",94,20,5,25,0,0,0,0,2,1,1,0,1,0,2,0,1,1,0,202,295,106,77,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B0CFQ6",176,6,7,60,0,1,69,200,9,48,7,25,17,2,255,171,60,2,0,664,565,302,253,56,0,0,0,0,0,0,0,6,489,631,456,358,699,747,457,854
"B0G143",13,70,44,97,0,0,5,8,2,0,0,3,1,0,35,7,28,1,0,107,143,93,8,32,0,3,0,0,0,0,0,22,0,0,0,44,82,31,35,73
"B0G172",22,26,15,30,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,49,107,28,20,6,0,0,0,0,0,0,0,13,7,0,0,0,0,3,0,0
"B0JXE2",7,43,26,67,1,0,0,0,0,1,0,4,0,0,52,29,8,0,0,193,172,93,25,24,0,0,0,0,0,0,0,28,1,11,0,0,0,0,0,0
"B0R0B1",296,367,297,653,9,1,8,5,1,1,2,18,3,10,38,8,11,5,0,1912,1591,569,832,155,0,0,0,0,0,0,0,60,112,88,83,77,119,135,66,114
"B0R0T1",3,48,34,96,4,1,2,0,5,4,1,3,3,0,12,5,9,4,0,80,110,44,12,6,0,0,0,0,0,0,0,37,6,9,9,6,12,18,15,45
"B0S5D5",3,8,1,18,0,0,0,1,1,0,9,1,2,0,6,0,1,0,0,72,60,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"B0S6T2",5,161,102,206,14,2,2,1,0,2,3,5,2,1,14,9,0,0,0,46,73,33,7,4,0,0,0,0,0,0,0,130,20,23,24,38,53,113,37,47
"B0XDC4",4,24,20,94,2,0,0,1,1,7,5,1,2,5,8,0,4,8,0,140,117,47,44,0,0,0,0,0,0,0,0,0,83,134,71,10,9,1,0,17
"B1J5W7",8,1,3,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,37,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B1WBP0",192,7,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,288,120,263,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B1XHY7",231,12,11,29,8,1,131,213,147,653,322,511,582,12,2612,1727,1271,29,0,5662,5277,2078,3376,705,0,0,0,0,0,0,0,231,1540,2130,1375,3038,5861,5853,5436,4339
"B2RW38",82,88,51,161,2,0,0,0,0,1,0,15,1,0,0,1,0,0,0,382,513,232,118,54,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0
"B2RX14",6,2,11,110,2,0,0,1,1,41,7,35,28,2,16,4,3,0,0,344,266,154,106,8,0,0,0,0,0,0,0,7,9,18,15,0,25,26,0,34
"B2RXR6",69,79,29,123,0,0,1,0,12,45,3,40,18,3,21,9,8,2,0,342,409,164,73,56,0,0,0,0,0,0,0,24,29,29,45,14,28,38,32,66
"B2RYG6",15,18,10,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,44,12,20,8,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0
"B2RZ50",49,9,9,13,1,0,0,0,0,3,0,0,0,0,5,0,3,4,3,96,90,7,8,25,0,0,0,0,0,0,0,0,0,1,0,6,15,12,12,4
"B2UQG6",102,192,130,205,10,3,1,7,32,71,74,73,88,1,7,1,1,18,0,313,427,164,79,54,0,0,0,0,0,0,0,80,275,430,295,195,262,266,310,272
"B2VH10",5,17,14,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,83,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B3DH20",25,19,17,37,0,0,1,0,10,36,19,33,31,0,8,3,4,0,0,96,261,131,59,20,0,0,0,0,0,0,0,11,4,31,32,18,17,18,6,40
"B3DHU2",25,4,23,47,1,0,0,0,1,1,5,0,3,0,12,5,5,0,0,74,100,44,29,12,0,0,0,0,0,0,0,0,20,21,28,0,15,0,0,6
"B3DNN5",5,24,11,48,1,0,0,0,0,1,0,0,0,1,4,3,0,0,0,71,83,47,33,11,0,0,0,0,0,0,0,3,0,4,0,4,0,0,7,0
"B3PDE5",4,6,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24,41,4,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B3QVL0",4,46,18,88,2,0,68,136,308,1009,612,810,831,5,167,89,114,16,0,1231,989,455,434,166,0,0,0,0,0,0,0,79,1820,2231,1762,1821,3378,3148,3709,2176
"B3VQ24",74,1,0,1,0,0,1,2,1,1,1,0,1,7,18,3,11,3,0,267,269,109,106,32,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0
"B4RX40",96,39,12,73,0,0,0,0,0,1,1,1,0,0,29,5,16,0,0,246,241,83,98,28,0,0,0,0,0,0,0,17,0,1,0,5,0,10,0,0
"B5X4H8",19,13,23,14,0,0,0,0,0,2,0,4,1,0,0,0,0,2,0,127,94,32,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
"B5X582",77,16,22,35,2,1,0,0,0,0,0,0,0,0,1,0,0,31,0,662,531,284,221,74,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"B5XAM2",3,29,22,32,0,0,0,3,12,33,19,12,30,3,1,2,4,0,0,40,48,13,0,1,0,0,0,0,0,0,0,5,97,83,82,68,83,64,50,60
"B6SFA4",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B6SHG7",2,9,6,10,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,68,34,14,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"B6ZJZ9",1,67,25,79,8,0,2,1,1,5,3,3,1,1,22,14,12,2,0,52,63,20,1,8,0,6,0,0,0,0,0,29,55,43,49,11,29,1,0,11
"B7F845",2246,808,348,777,395,960,124,176,330,915,705,676,861,17,1428,426,556,73,22,3203,2678,1352,2365,476,312,477,628,356,631,241,0,109,922,1114,858,1946,2875,2206,3397,1604
"B7FAL5",164,3,0,2,2,0,57,98,4,6,6,9,5,5,267,170,120,10,0,767,584,209,354,57,0,0,0,0,0,0,0,7,24,18,28,753,931,937,1047,735
"B7FSL4",9,22,17,72,3,0,1,1,9,44,24,44,60,2,1,0,0,1,0,507,597,259,56,32,0,0,0,0,0,0,0,14,0,7,0,24,20,0,22,26
"B7FXW1",22,17,11,47,1,0,19,40,49,164,96,123,216,0,80,43,27,2,0,436,369,179,307,53,0,0,0,0,0,0,0,0,317,381,256,248,596,587,458,592
"B7G620",297,28,54,161,8,0,1,1,7,22,21,28,40,1,208,108,81,1,0,1323,1110,443,423,101,0,0,0,0,0,0,0,25,74,111,95,84,119,58,66,99
"B7ZWR6",78,90,78,123,4,0,0,1,0,0,0,5,1,0,26,3,1,4,0,437,334,153,88,43,0,0,0,0,0,0,0,38,0,0,11,1,0,6,6,11
"B8AAM2",30,11,6,14,0,0,0,0,0,0,1,0,0,0,9,6,11,0,0,75,69,34,11,9,0,0,0,0,0,0,0,0,18,4,13,0,9,3,0,5
"B8BMI1",87,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,3,229,103,69,59,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
"B8CXL0",1,5,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B8DZS1",7,6,1,15,0,0,0,0,0,1,0,1,0,2,1,1,3,0,0,18,59,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"B8EK41",9,10,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,43,46,37,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B8FU92",2,23,3,21,2,0,0,0,0,0,2,0,1,0,0,0,0,7,0,69,66,34,0,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"B8GV49",61,84,36,84,5,0,2,2,0,0,0,2,0,2,0,0,0,0,0,176,199,45,167,41,0,0,0,0,0,0,0,41,0,0,1,0,5,0,0,0
"B8MKR3",53,19,29,54,0,0,255,443,413,1346,880,1081,1358,10,2450,1395,1149,1,0,3282,2350,1040,1716,266,0,0,0,0,0,0,0,27,5081,5219,5086,5733,9950,7722,8212,5020
"B8YG19",12,46,34,60,1,0,2,2,1,1,1,1,2,1,12,0,5,2,0,126,163,52,32,33,0,0,0,0,0,0,0,6,0,13,13,8,10,5,1,10
"B9DGY1",38,55,47,72,0,0,0,0,0,3,2,7,2,1,18,11,3,3,0,182,216,118,77,35,0,0,0,0,0,0,0,6,9,9,15,6,19,16,0,5
"B9F655",7,21,9,56,2,0,2,0,0,0,1,4,0,2,0,0,0,2,0,141,165,70,37,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10
"B9FAF3",60,138,105,233,4,0,0,0,1,3,1,7,1,1,1,0,1,8,0,492,553,280,127,51,0,0,0,0,0,0,0,37,31,37,29,1,1,0,0,0
"B9FHF3",120,77,46,157,4,0,0,0,4,0,0,7,3,2,1,1,1,12,0,377,459,250,87,65,0,1,0,0,0,0,0,46,12,37,14,0,0,0,0,1
"B9FTR1",1,12,3,26,2,0,0,1,0,8,1,1,1,1,2,9,1,2,0,114,162,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,12
"B9PVB9",22,17,6,27,2,0,24,49,59,203,77,150,208,1,198,166,101,1,0,546,323,161,251,62,0,1,0,0,0,0,0,0,289,483,304,400,1052,830,1012,839
"B9U3F2",26,39,60,152,1,1,1,1,43,171,68,135,172,2,93,43,24,1,0,1333,1207,540,205,110,0,0,0,0,0,0,0,90,50,59,80,27,82,19,38,128
"B9VVJ6",5,12,9,45,0,0,0,0,0,0,0,5,2,1,1,1,0,3,0,61,116,32,11,8,0,0,0,0,0,0,0,0,3,1,16,3,1,1,0,7
"C0CMQ8",377,335,228,375,6,0,0,0,0,1,3,2,2,11,2,2,1,3,0,1696,1334,643,305,169,0,0,0,0,0,0,0,98,1,1,0,10,21,9,6,6
"C0H4K2",6,56,57,85,2,0,1,4,2,0,0,1,1,0,37,18,8,2,0,86,116,47,34,14,0,0,0,0,0,0,0,36,0,0,0,57,73,50,18,39
"C0HJG3",2538,2,2,3,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1767,1626,803,1382,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C0HLA0",81,116,58,116,0,0,1,1,16,83,20,39,41,6,4,2,3,3,0,734,729,201,181,108,0,1,0,0,0,0,0,32,18,12,34,1,38,32,21,42
"C0LGV0",4,47,45,105,4,0,0,0,8,25,14,26,28,2,6,4,5,2,0,96,92,43,17,1,0,0,0,0,0,0,0,11,113,153,42,38,22,20,1,64
"C0SP84",1,7,12,3,0,0,0,0,12,10,31,16,25,0,11,1,1,1,0,122,93,33,0,15,0,0,0,0,0,0,0,35,0,1,9,1,0,1,0,0
"C0SPB2",1,4,9,5,0,0,0,2,5,5,18,20,8,2,31,8,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,30,29,23,21,33,26,38,26
"C0ZJ16",82,24,49,129,4,0,2,1,0,2,0,4,2,0,1,1,0,0,0,337,304,112,64,24,0,0,0,0,0,0,0,18,0,0,0,6,11,7,0,33
"C3K6J5",0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C3VEQ4",1,15,7,15,0,0,0,1,0,4,2,4,2,3,5,3,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,13,10,23,1,1,1,8,0
"C3VPR6",56,55,16,89,1,0,36,32,46,296,124,148,825,4,238,118,102,15,0,1530,1308,567,624,138,0,0,0,0,0,0,0,38,397,514,354,922,1254,720,786,1338
"C5DAE0",194,96,105,281,4,0,0,1,2,4,2,8,4,15,32,14,18,2,0,1036,860,354,327,63,0,0,0,0,0,0,0,24,138,165,127,20,8,14,1,21
"C6KSS5",164,171,135,492,12,2,13,21,10,120,9,74,53,14,87,32,15,9,0,617,555,225,237,76,0,3,21,15,7,15,0,39,130,208,157,130,290,296,97,276
"C7B178",32,39,30,111,1,0,0,0,1,4,4,17,2,0,0,0,1,4,0,370,424,141,127,46,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"C7CM33",10,29,29,66,2,0,0,0,0,0,0,7,0,0,0,0,0,3,0,110,96,70,35,21,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"C8V1D1",76,45,4,32,2,0,0,0,0,0,0,0,1,0,1,1,2,3,0,227,234,90,134,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
"C8VK14",238,77,45,186,3,0,0,0,3,15,2,5,4,2,125,39,21,18,0,936,757,345,322,82,0,0,0,0,0,0,0,28,122,140,69,1,31,35,0,19
"C9D7C2",209,235,149,500,8,0,0,0,1,3,0,17,1,4,39,50,11,53,0,1495,1665,666,596,189,0,0,0,0,0,0,0,86,71,132,64,5,1,10,5,57
"D0E8I5",75,6,9,72,0,0,0,0,0,1,0,7,1,1,0,0,0,1,0,214,249,83,88,22,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
"D0MYB4",113,908,650,2039,25,1,531,1061,507,1396,1123,1452,1649,23,24,7,35,227,0,7797,5906,2663,3491,684,0,10,0,1,0,9,0,392,3736,4428,3470,6835,9364,10151,9989,8315
"D0NLC2",2,19,17,36,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,13,37,10,10,0,0,0,0,0,0,0,0,11,4,4,0,0,0,0,0,0
"D2CSU4",19,74,25,46,2,0,0,0,0,1,0,1,1,3,1,1,1,0,0,136,137,64,26,30,0,0,0,0,0,0,0,25,0,8,0,0,0,0,0,0
"D2H417",3,19,15,24,0,0,0,0,0,0,0,1,1,0,10,7,1,0,0,36,59,6,21,0,0,0,0,0,0,0,0,7,0,0,0,15,7,1,1,0
"D2Z027",192,242,218,576,12,1,1,1,41,156,89,160,145,4,1,1,3,1,0,2522,1967,787,1323,110,0,0,0,0,0,1,0,80,219,243,178,22,86,39,11,53
"D3J162",52,296,152,532,11,0,0,1,0,0,0,0,0,0,0,0,0,7,0,546,639,186,334,53,0,0,0,0,0,3,0,155,0,0,0,0,0,0,0,0
"D3KCC4",1818,172,140,224,2,0,4,1,14,54,21,19,7,14,5,5,2,12,0,3078,2458,838,1994,149,0,0,0,0,0,0,0,16,94,142,97,65,64,96,54,125
"D3YXG0",33,346,280,871,13,1,1,3,6,37,6,23,36,10,68,29,17,49,0,1362,1745,751,484,127,0,0,0,0,0,0,0,138,178,260,81,119,82,215,69,252
"D3Z813",23,30,25,73,4,0,4,0,0,0,1,0,7,2,23,9,7,1,0,140,114,63,17,15,0,0,0,0,0,0,0,23,5,2,14,43,29,25,19,11
"D4AJR9",122,83,48,113,2,0,0,0,0,0,0,1,0,2,11,2,3,7,0,569,440,260,149,25,0,0,0,0,0,0,0,19,0,0,8,1,7,11,0,0
"D4AU31",131,68,10,61,0,0,1,0,0,2,3,14,2,0,2,1,1,0,0,327,289,104,75,21,0,0,0,0,0,0,0,10,0,0,0,6,18,25,8,24
"D4AVD4",23,85,42,231,3,0,0,0,0,9,0,1,2,3,19,5,1,3,0,538,435,192,136,48,0,0,0,0,0,0,0,12,0,0,10,13,23,0,0,1
"D4AZ24",436,15,156,504,2,1,111,415,6,9,24,18,13,45,171,37,60,2,0,2577,1810,626,1786,96,0,0,0,0,0,0,0,0,847,1375,807,525,1192,1577,951,1364
"D4B2L8",2,1,2,5,0,0,0,0,7,5,6,33,32,1,3,2,1,0,0,133,201,99,57,8,0,0,0,0,0,0,0,0,1,1,7,0,16,0,0,0
"D5EV35",1,53,23,83,6,0,10,29,64,253,87,209,244,1,172,89,64,10,0,408,412,220,127,41,0,0,0,0,0,0,0,37,470,646,474,361,720,679,574,852
"D6REC4",46,58,84,181,1,0,4,3,37,86,20,91,107,1,18,7,5,14,0,655,670,313,147,95,0,0,0,0,0,0,0,47,37,21,38,120,185,98,131,199
"E1V7W1",57,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,46,54,31,37,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
"E2JA28",1096,258,274,593,8,0,1,1,3,4,2,36,19,6,58,57,18,2,6,2639,2075,911,1152,211,0,0,0,0,0,0,0,50,12,49,31,38,57,30,59,75
"E2JA31",492,169,150,389,13,1,4,3,1,1,1,18,1,5,2,2,3,218,0,4379,3090,1245,3013,218,0,0,0,0,0,0,0,45,34,68,59,31,75,64,24,125
"E3WDQ9",178,8,14,32,1,0,31,92,134,391,152,661,636,1,1882,555,506,8,0,3212,2057,1028,1695,164,0,0,0,0,0,0,0,26,1666,2659,1556,1095,1648,1990,1714,1702
"E5RJM6",10,53,39,93,3,0,0,0,0,0,0,0,5,0,0,0,0,5,0,14,28,19,9,19,0,0,0,0,0,0,0,37,25,14,0,2,0,0,9,3
"E7EZI4",17,25,23,52,0,0,0,0,1,1,0,2,2,0,1,0,2,0,0,103,103,56,34,7,0,0,0,0,0,0,0,0,0,4,10,0,0,1,0,1
"E7F187",2,7,6,15,3,0,1,2,4,9,5,10,6,4,1,1,1,2,0,23,39,1,20,0,0,0,0,0,0,0,0,0,12,0,14,29,80,30,11,73
"E7F587",61,176,106,209,4,0,4,7,7,24,13,29,46,2,2,0,1,5,0,659,849,294,54,63,0,0,0,0,0,0,0,15,14,1,11,98,137,193,71,146
"E7F9T0",390,363,182,408,2,0,3,4,3,2,3,8,6,3,5,0,8,3,0,1470,1059,420,630,106,0,0,0,0,0,0,0,56,13,27,8,32,52,64,33,86
"E9AE57",116,188,119,384,13,0,15,17,1,14,6,19,16,7,13,3,6,4,0,954,698,283,222,39,0,4,0,0,0,0,0,6,20,30,41,362,570,278,187,248
"E9PY46",19,15,13,42,1,0,0,0,29,122,78,102,155,1,1,0,1,2,0,1132,1125,568,189,115,0,0,0,0,0,0,0,24,1,18,9,0,0,11,0,1
"E9Q4F2",8,44,50,109,2,0,1,0,4,3,2,8,2,0,19,27,5,4,0,157,222,102,9,24,0,0,0,0,0,0,0,4,56,78,57,12,17,17,0,9
"E9Q8T7",56,78,45,309,17,1,4,1,12,72,8,9,49,2,51,39,36,0,0,591,465,358,244,73,0,1,0,12,4,9,0,4,61,123,46,29,37,53,33,123
"E9Q9D5",5,6,10,41,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,31,22,8,2,5,0,0,0,0,0,0,0,12,3,2,4,0,4,2,0,2
"E9QAM5",57,271,198,169,12,0,4,23,27,64,36,110,115,0,29,6,13,2,0,653,480,199,378,38,0,0,0,0,0,0,0,71,229,287,104,253,346,298,148,352
"F0NBH8",15,58,28,57,2,0,1,0,0,4,0,3,2,0,1,3,0,4,0,145,115,40,42,20,0,0,0,0,0,0,0,0,52,62,30,0,0,8,1,0
"F1N6G5",4,21,19,32,0,0,0,0,3,11,2,22,12,6,4,0,4,3,0,306,128,42,27,17,0,0,0,0,0,0,0,16,6,23,21,0,6,6,0,17
"F1Q7H8",10,87,66,162,2,0,0,0,0,0,0,1,1,0,0,2,0,3,0,145,297,123,47,24,0,0,0,0,0,0,0,31,0,0,0,0,7,0,0,5
"F1QB54",508,10,3,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,732,653,306,265,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F1RCY6",69,49,37,101,1,0,2,2,5,28,10,13,21,4,9,6,1,16,0,360,379,154,86,36,0,0,0,0,0,0,0,16,52,85,50,33,87,21,1,49
"F1RE57",31,12,15,34,0,0,0,12,5,5,0,7,1,0,34,21,12,0,0,28,89,80,18,23,0,0,0,0,0,0,0,0,35,40,15,25,31,18,18,85
"F2JVT6",11,50,27,85,0,0,8,9,3,0,0,7,0,0,0,0,1,3,0,27,30,16,8,14,0,0,0,0,0,0,0,36,1,0,0,49,73,48,37,32
"F2Z461",32,67,73,156,5,0,0,0,3,22,10,10,31,3,43,10,7,7,0,370,442,219,96,46,0,0,0,0,0,0,0,17,41,102,56,19,17,21,15,51
"F4HNU6",0,10,3,22,0,0,0,1,0,1,0,1,3,0,1,1,0,2,0,6,6,22,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,5
"F4HQ84",4,15,10,17,2,0,0,0,1,1,0,1,2,2,5,3,2,3,0,105,48,42,10,1,0,0,0,0,0,0,0,1,4,4,0,10,6,4,6,1
"F4HRJ4",35,12,25,60,2,0,0,2,3,2,4,2,1,1,2,5,2,19,0,348,276,165,107,25,0,0,0,0,0,0,0,5,14,17,18,6,8,8,0,42
"F4HT41",31,59,50,93,1,0,0,1,2,7,1,2,3,5,34,27,21,1,0,357,303,143,180,40,0,0,0,0,0,0,0,10,17,9,12,15,30,0,10,27
"F4HVZ5",11,50,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,15,4,18,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0
"F4HYJ7",74,0,0,12,0,0,0,0,0,0,0,18,1,0,1,1,0,0,0,153,120,74,27,15,0,0,0,0,0,0,0,0,0,4,0,3,3,1,0,7
"F4I1X0",13,11,12,15,0,0,5,5,12,18,12,42,33,0,9,15,15,8,0,56,63,26,32,18,0,0,0,0,0,0,0,9,76,75,59,68,138,92,44,70
"F4I2H2",23,27,9,23,0,0,3,0,0,0,0,9,0,3,5,0,0,0,0,149,69,77,6,6,0,0,0,0,0,0,0,4,0,0,2,15,14,5,6,15
"F4I2J8",40,144,125,289,2,0,1,0,1,2,2,0,1,4,20,7,16,2,0,329,320,141,136,28,0,0,0,0,0,0,0,39,172,112,101,0,1,9,0,7
"F4I8X6",4,66,58,105,0,0,2,0,0,4,5,8,0,3,12,10,7,0,0,61,48,37,0,11,0,0,0,0,0,0,0,49,6,11,13,20,8,21,4,11
"F4ID16",54,159,139,312,2,1,1,0,1,4,4,2,3,6,2,1,0,2,0,629,560,195,343,43,0,0,0,0,0,0,0,52,25,16,1,7,10,8,0,21
"F4IHS9",0,9,1,1,0,0,0,0,1,1,5,1,1,0,17,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,1,0,1,0,0
"F4IK92",8,43,34,144,1,0,0,0,2,10,3,3,1,0,5,0,1,0,0,97,87,42,20,0,0,0,0,0,0,0,0,31,1,1,9,10,1,11,0,5
"F4ILF8",3,64,23,80,0,0,4,4,4,7,6,8,4,3,2,0,2,5,0,31,62,26,0,6,0,0,0,0,0,0,0,8,12,11,15,93,139,111,73,112
"F4ILR7",1,134,107,429,6,0,9,94,8,124,35,26,50,14,104,77,49,14,0,541,461,190,116,12,0,0,0,1,0,0,0,95,88,131,76,516,1040,900,754,1048
"F4IN58",8,18,17,32,1,0,0,0,0,0,0,4,0,0,0,0,0,6,0,159,199,13,19,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"F4IRU3",12,3,5,11,3,0,0,0,0,1,1,1,1,0,13,0,9,3,0,103,87,45,19,12,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
